Timestamp,Ax,Ay,Az,Rx,Ry,Rz,Temp,Pressure,Mx,My,Mz,Gx,Gy,Gz
3287957,-0.073688,0.995032,0.00732,0.1575,-0.525,-2.8525,32.560001,982.349976,0.2715,-0.0615,-0.2445,-0.800000, 0.100000,-0.700000
3287987,-0.077104,0.996008,0.008296,0.1575,-0.14,-2.87,32.560001,983.630005,0.2655,-0.0585,-0.2475, 0.000000, 0.400000,-0.100000
3288017,-0.079056,0.997472,0.00244,0.07,-0.84,-2.8,32.490002,982.849976,0.27,-0.066,-0.2475, 0.100000, 0.400000,-0.200000
3288047,-0.078568,0.998936,-0.003904,0.175,-0.5425,-2.8875,32.529999,983.340027,0.2745,-0.0615,-0.2535, 0.200000, 0.900000,-0.400000
3288077,-0.082472,0.997472,-0.001464,0.1225,-0.35,-2.8525,32.509998,983.309998,0.2715,-0.0615,-0.2475, 0.100000,-0.200000,-0.500000
3288107,-0.088816,0.996496,-0.00244,0.07,-0.9625,-2.7825,32.529999,983.559998,0.267,-0.0615,-0.258,-0.800000, 0.500000, 0.500000
3288137,-0.088816,0.999912,-0.00244,0.0175,-0.245,-2.73,32.560001,983.409973,0.273,-0.0615,-0.2505, 0.000000,-0.100000, 0.200000
3288167,-0.0976,0.997472,-0.004392,0.07,-0.1575,-2.555,32.57,983.02002,0.2685,-0.063,-0.2445, 0.400000,-0.100000, 0.200000
3288198,-0.094672,0.992104,-0.007808,-0.07,-0.07,-2.45,32.59,982.419983,0.27,-0.0645,-0.2535, 0.700000,-0.500000, 0.300000
3288228,-0.088816,0.994544,-0.006832,-0.0875,-0.245,-2.38,32.610001,983.299988,0.2655,-0.0615,-0.2535,-0.200000, 0.400000,-0.900000
3288258,-0.084912,0.997472,-0.01464,-0.14,0.3325,-2.1875,32.509998,982.880005,0.2745,-0.0675,-0.249,-0.200000,-0.500000,-0.900000
3288288,-0.084424,0.994056,-0.001952,-0.2975,-0.28,-2.2925,32.509998,983.950012,0.2655,-0.0585,-0.2445, 0.400000,-0.200000,-0.400000
3288318,-0.081984,0.994544,-0.00732,-0.35,0.5775,-2.1525,32.560001,983.409973,0.27,-0.066,-0.24, 0.700000,-1.000000, 0.000000
3288348,-0.093208,0.994544,-0.006832,-0.3675,0.84,-2.135,32.57,983.22998,0.273,-0.054,-0.249, 0.400000,-1.000000, 0.300000
3288378,-0.087352,0.999912,-0.005368,-0.42,-0.035,-1.96,32.540001,982.73999,0.27,-0.0705,-0.2535, 0.400000, 0.100000,-0.500000
3288408,-0.07076,0.994544,0.005856,-0.49,0.28,-1.855,32.59,982.630005,0.264,-0.06,-0.2445, 1.600000,-0.600000, 0.300000
3288438,-0.07564,0.997472,0.003904,-0.35,0.8225,-2.0125,32.529999,982.070007,0.279,-0.063,-0.2445,-0.100000, 0.200000, 0.500000
3288468,-0.07076,0.998448,0.001952,-0.4375,0.3325,-1.8725,32.57,983.659973,0.267,-0.069,-0.2625,-0.500000,-0.600000, 0.600000
3288499,-0.05856,0.995032,0.0122,-0.385,0.0175,-2.0125,32.48,982.599976,0.273,-0.0555,-0.2415,-0.200000, 0.000000, 0.400000
3288529,-0.055632,0.99552,0.005368,-0.3325,0.56,-2.1875,32.59,981.780029,0.2655,-0.0555,-0.246,-0.600000,-0.500000,-0.400000
3288559,-0.065392,0.998448,0.009272,-0.3675,-0.2275,-2.2925,32.560001,983.409973,0.267,-0.06,-0.252,-0.600000, 0.700000, 0.300000
3288589,-0.04636,0.994544,0.014152,-0.35,-0.21,-2.31,32.509998,983.52002,0.2625,-0.063,-0.2475,-0.700000,-0.100000, 0.200000
3288619,-0.051728,0.997472,0.020008,-0.2275,0.105,-2.625,32.540001,983.380005,0.273,-0.0555,-0.249,-0.300000,-0.400000,-0.100000
3288649,-0.061,0.999424,0.01952,-0.035,-0.1925,-2.765,32.509998,983.73999,0.2745,-0.0615,-0.246, 0.400000,-0.800000,-0.200000
3288679,-0.055632,0.996984,0.023912,0.0175,-0.7,-2.8175,32.48,981.960022,0.27,-0.0555,-0.2505, 0.400000,-0.200000, 0.700000
3288709,-0.050752,0.997472,0.01952,0.14,-0.07,-2.9225,32.560001,983.630005,0.261,-0.0675,-0.249, 0.000000,-0.500000,-0.500000
3288739,-0.05368,0.998448,0.009272,0.28,-0.7175,-3.0625,32.57,984.090027,0.2655,-0.063,-0.24, 0.300000, 0.500000,-0.500000
3288769,-0.05612,0.995032,0.016104,0.315,-1.4175,-3.2025,32.59,982.630005,0.2685,-0.0645,-0.2595, 0.500000,-0.300000,-0.200000
3288800,-0.061976,0.993568,0.01464,0.4025,-0.91,-3.43,32.560001,983.840027,0.267,-0.06,-0.2475, 0.200000, 0.700000, 0.400000
3288830,-0.078568,0.997472,0.010248,0.49,-0.735,-3.5,32.560001,982.98999,0.27,-0.0675,-0.255,-0.600000, 0.800000, 0.400000
3288860,-0.083448,0.996008,0.011712,0.56,-1.715,-3.4125,32.57,982.169983,0.2715,-0.057,-0.249, 0.000000, 0.300000, 0.000000
3288890,-0.077592,0.99796,0.008784,0.5775,-1.0325,-3.43,32.529999,982.700012,0.273,-0.0675,-0.2505,-1.100000,-0.900000, 0.200000
3288920,-0.093208,0.995032,0.00244,0.595,-0.77,-3.3425,32.529999,983.340027,0.2745,-0.0615,-0.249,-0.100000, 0.300000,-0.100000
3288950,-0.088816,0.996984,-0.000976,0.595,-1.26,-3.2725,32.610001,982.659973,0.2655,-0.06,-0.246,-0.100000,-0.200000, 0.700000
3288980,-0.091744,0.99552,-0.005368,0.5425,-0.84,-3.15,32.560001,982.98999,0.2625,-0.0675,-0.246,-0.600000, 0.600000, 0.400000
3289010,-0.10004,0.992592,-0.016104,0.455,-1.155,-3.08,32.66,983.830017,0.2685,-0.066,-0.2535, 0.300000, 0.200000, 0.200000
3289040,-0.093208,0.997472,-0.013176,0.315,-0.8225,-2.87,32.57,984.51001,0.2745,-0.066,-0.2475, 0.400000,-0.100000,-0.100000
3289071,-0.106872,0.991616,-0.018544,0.2625,-0.2975,-2.87,32.48,983.030029,0.2775,-0.0705,-0.252,-0.200000, 0.800000, 0.200000
3289101,-0.106872,0.992104,-0.022448,0.0875,-0.6125,-2.59,32.610001,982.450012,0.273,-0.069,-0.2445,-0.300000, 0.200000, 0.500000
3289131,-0.103944,1.0004,-0.020984,-0.07,-0.315,-2.31,32.459999,982.98999,0.2685,-0.0615,-0.2505,-0.900000,-0.300000,-0.800000
3289161,-0.101016,0.993568,-0.02196,-0.1925,0.4725,-2.31,32.560001,983.409973,0.2655,-0.054,-0.243, 0.300000, 0.300000, 0.100000
3289191,-0.099552,0.994544,-0.025376,-0.385,0.35,-2.0475,32.560001,983.200012,0.2775,-0.0705,-0.2445, 0.400000, 0.400000,-0.600000
3289221,-0.0854,0.996496,-0.020496,-0.5075,-0.14,-2.0125,32.529999,983.559998,0.2655,-0.0735,-0.249, 0.400000, 0.500000, 0.000000
3289251,-0.083448,0.994544,-0.014152,-0.6825,1.0325,-1.89,32.57,984.090027,0.27,-0.063,-0.246, 0.100000, 0.600000,-0.200000
3289281,-0.082472,0.99552,-0.007808,-0.7875,0.7,-1.8725,32.560001,983.840027,0.267,-0.06,-0.2475,-0.700000,-0.700000, 0.200000
3289311,-0.08052,0.994544,0.005856,-0.875,0.7175,-1.8025,32.540001,983.590027,0.2715,-0.0555,-0.2445, 0.500000,-0.500000, 0.200000
3289341,-0.072712,0.993568,0.0122,-0.77,0.7175,-1.82,32.57,982.809998,0.279,-0.0645,-0.255,-0.700000, 0.000000,-0.500000
3289372,-0.069296,0.997472,0.018056,-0.7525,0.5075,-1.8025,32.529999,983.340027,0.276,-0.072,-0.252,-0.100000, 0.700000,-0.600000
3289402,-0.054656,0.99796,0.026352,-0.56,0.2625,-1.995,32.560001,983.840027,0.2685,-0.057,-0.2505,-0.500000,-0.700000,-0.100000
3289432,-0.0488,0.994544,0.030256,-0.42,0.6475,-2.17,32.509998,983.52002,0.2685,-0.063,-0.2475,-0.100000, 0.400000, 0.400000
3289462,-0.052216,0.997472,0.024888,-0.21,0.0525,-2.3275,32.57,982.590027,0.2655,-0.0615,-0.249, 0.100000,-0.100000,-0.600000
3289492,-0.051728,0.996984,0.02928,-0.07,-0.455,-2.3975,32.57,983.450012,0.2715,-0.0555,-0.252,-0.600000, 0.400000,-0.200000
3289522,-0.049776,0.996496,0.024888,0.175,-0.245,-2.6425,32.59,981.780029,0.2655,-0.0585,-0.2535, 0.400000, 0.600000, 0.000000
3289552,-0.060024,0.997472,0.025864,0.2625,-0.2275,-2.765,32.490002,983.48999,0.279,-0.0585,-0.2445,-0.500000, 0.300000, 0.500000
3289582,-0.061488,0.997472,0.02196,0.3675,-0.7875,-2.87,32.560001,982.77002,0.2685,-0.0675,-0.2445,-0.500000, 0.600000,-0.300000
3289612,-0.055144,0.998448,0.017568,0.5775,-0.9275,-3.01,32.560001,983.840027,0.279,-0.0675,-0.255, 0.300000,-0.300000,-0.500000
3289642,-0.054656,0.996496,0.008296,0.63,-0.8225,-3.1675,32.619999,983.119995,0.2745,-0.06,-0.255, 0.400000, 0.500000, 0.500000
3289673,-0.063928,0.994056,0.001464,0.6475,-1.4,-3.2025,32.540001,983.590027,0.264,-0.06,-0.252,-0.600000, 0.500000,-0.500000
3289703,-0.07076,0.996984,-0.00976,0.5775,-1.33,-3.36,32.59,983.47998,0.267,-0.066,-0.255,-0.600000,-0.700000, 0.500000
3289733,-0.077592,0.996984,-0.008784,0.5075,-0.595,-3.29,32.529999,982.48999,0.2655,-0.0645,-0.2565, 0.200000,-0.300000, 0.200000
3289763,-0.08784,0.995032,-0.011224,0.385,-0.9625,-3.185,32.560001,983.630005,0.276,-0.06,-0.249,-0.100000,-0.700000, 0.400000
3289793,-0.085888,0.99552,-0.002928,0.35,-0.8575,-3.15,32.540001,983.590027,0.27,-0.0645,-0.2505,      NaN,      NaN,      NaN
3289823,-0.083936,0.998936,-0.005856,0.2975,-0.805,-3.1325,32.509998,983.099976,0.2715,-0.0585,-0.2475,-0.100000,-0.600000, 0.500000
3289853,-0.09272,0.992592,-0.00488,0.21,-0.42,-3.0275,32.59,983.059998,0.267,-0.069,-0.255,-0.300000, 0.300000,-0.500000
3289883,-0.088816,0.996984,-0.017568,0.175,-0.6475,-3.01,32.48,982.809998,0.276,-0.063,-0.2475,-0.600000, 0.700000,-0.100000
3289913,-0.097112,0.994544,-0.021472,0.035,-0.665,-2.8,32.529999,983.340027,0.267,-0.0675,-0.2445, 1.000000, 0.600000,-0.300000
3289943,-0.096624,0.996008,-0.01708,-0.175,-0.245,-2.8,32.639999,983.590027,0.2655,-0.063,-0.2475, 0.800000,-1.400000,-0.600000
3289974,-0.112728,0.994056,-0.017568,-0.35,0.3325,-2.52,32.560001,984.049988,0.2715,-0.066,-0.2505, 0.000000, 0.700000,-0.400000
3290004,-0.0976,0.994056,-0.006344,-0.5425,0.0875,-2.3975,32.509998,983.309998,0.2655,-0.0645,-0.2475,-0.600000,-0.100000,-0.600000
3290034,-0.099552,0.996984,0.001952,-0.4725,0.0525,-2.0825,32.529999,981.640015,0.27,-0.066,-0.2445, 0.400000,-0.300000,-0.100000
3290064,-0.084424,0.99796,0.010248,-0.5425,0.6475,-2.0125,32.48,981.75,0.273,-0.06,-0.2505,-0.600000, 0.600000, 0.500000
3290094,-0.081496,0.993568,0.012688,-0.3675,0.5075,-1.9425,32.529999,981.640015,0.27,-0.069,-0.258, 0.400000,-0.900000,-0.600000
3290124,-0.076128,0.99796,0.006344,-0.3325,0.245,-1.995,32.57,983.659973,0.276,-0.06,-0.24, 0.400000, 1.100000, 0.600000
3290154,-0.072224,0.996984,0.00488,-0.315,0.385,-1.925,32.509998,981.820007,0.27,-0.0615,-0.2535, 0.400000, 0.400000, 0.300000
3290184,-0.066368,0.996496,0.001952,-0.35,0.035,-2.1,32.610001,984.369995,0.2685,-0.063,-0.2535,-0.800000, 0.600000,-0.600000
3290214,-0.061976,0.996496,0.006832,-0.42,0.175,-2.1525,32.59,984.549988,0.2715,-0.066,-0.2475,-0.100000, 1.100000, 0.600000
3290244,-0.07076,0.997472,0.010248,-0.3325,0.0,-2.205,32.509998,982.460022,0.2685,-0.063,-0.243, 0.000000, 0.700000,-0.100000
3290275,-0.06832,0.996496,0.018056,-0.3325,0.3325,-2.17,32.540001,982.950012,0.2715,-0.066,-0.2475,-0.500000,-0.100000, 0.400000
3290305,-0.054168,0.996984,0.02196,-0.175,0.0525,-2.415,32.540001,982.73999,0.2775,-0.063,-0.2445, 0.100000,-0.100000, 0.400000
3290335,-0.05124,0.99552,0.022936,0.0,-0.1925,-2.52,32.540001,983.590027,0.2685,-0.0675,-0.249,-0.200000, 0.400000,-0.700000
3290365,-0.045872,0.995032,0.01952,0.1575,-0.385,-2.695,32.509998,983.309998,0.267,-0.066,-0.246,-0.300000,-0.200000,-0.100000
3290395,-0.054168,0.997472,0.011224,0.1575,-0.665,-2.8525,32.560001,983.200012,0.2715,-0.0645,-0.2535,-0.100000, 0.200000, 0.600000
3290425,-0.052704,0.996984,0.005856,0.28,-0.9975,-3.045,32.57,983.22998,0.2715,-0.066,-0.2445,-0.700000,-0.800000, 0.500000
3290455,-0.064416,0.996984,0.005368,0.2625,-1.015,-3.22,32.59,983.47998,0.273,-0.0615,-0.2535, 0.400000, 0.000000, 0.200000
3290485,-0.073688,0.996496,0.003904,0.2625,-0.6125,-3.2375,32.560001,983.200012,0.2745,-0.0675,-0.2445, 0.600000, 0.000000, 0.100000
3290515,-0.076616,0.999424,0.006344,0.2975,-1.05,-3.2025,32.560001,983.409973,0.2775,-0.0585,-0.2325, 0.100000, 0.600000,-0.200000
3290545,-0.076128,0.998936,0.008784,0.2975,-0.6475,-3.2025,32.540001,983.590027,0.273,-0.066,-0.246,-0.600000, 0.100000, 0.400000
3290576,-0.085888,0.996008,0.00488,0.3675,-0.7875,-3.1325,32.540001,982.530029,0.2745,-0.06,-0.2505, 0.700000, 0.000000, 0.400000
3290606,-0.082472,0.99552,0.000488,0.315,-0.9975,-3.0975,32.560001,982.349976,0.2685,-0.057,-0.249, 0.100000,-0.100000,-0.200000
3290636,-0.080032,0.996984,-0.00244,0.35,-0.56,-3.115,32.560001,983.409973,0.267,-0.0645,-0.2475,      NaN,      NaN,      NaN
3290666,-0.088328,0.996008,-0.011712,0.28,-0.77,-3.08,32.560001,982.559998,0.264,-0.0675,-0.2415,-0.600000,-0.900000,-0.800000
3290696,-0.095648,0.994056,-0.010248,0.105,-0.6825,-2.9225,32.540001,983.590027,0.27,-0.066,-0.2565,-0.500000, 0.000000, 0.000000
3290726,-0.100528,0.996984,-0.008784,0.105,-0.525,-2.835,32.560001,984.049988,0.273,-0.06,-0.24, 0.000000,-0.700000,-0.200000
3290756,-0.10736,0.99796,-0.009272,-0.0525,-0.14,-2.5025,32.57,983.02002,0.267,-0.06,-0.2535,-0.400000,-0.800000, 0.000000
3290786,-0.104432,0.996008,-0.006344,-0.0525,-0.4375,-2.415,32.540001,981.890015,0.2685,-0.063,-0.2445, 0.600000,-0.700000,-0.200000
3290816,-0.090768,0.99552,-0.00488,-0.1925,0.3675,-2.2225,32.560001,983.200012,0.267,-0.0615,-0.255,-0.500000, 1.100000, 0.100000
3290847,-0.088328,0.992592,-0.006832,-0.2625,0.315,-2.1175,32.540001,983.380005,0.27,-0.066,-0.2415,-0.500000,-1.000000, 0.100000
3290877,-0.0732,0.995032,-0.003416,-0.315,0.035,-2.1175,32.560001,983.840027,0.2715,-0.0705,-0.237,-0.600000,-0.400000, 0.300000
3290907,-0.070272,0.996496,-0.002928,-0.35,0.315,-2.1875,32.509998,983.099976,0.2655,-0.066,-0.2505,-0.500000, 0.800000, 0.000000
3290937,-0.074176,0.997472,-0.003416,-0.385,0.1925,-2.205,32.509998,982.669983,0.276,-0.06,-0.2445, 0.000000, 0.500000,-0.100000
3290967,-0.071248,0.995032,0.000976,-0.4725,-0.0525,-2.205,32.490002,982.849976,0.273,-0.0615,-0.2445, 0.400000, 0.800000, 0.500000
3290997,-0.07076,0.993568,0.005856,-0.4375,0.4025,-2.275,32.57,984.090027,0.267,-0.066,-0.258,-0.400000,-0.400000,-0.200000
3291027,-0.074176,1.0004,0.00732,-0.42,0.1925,-2.2575,32.560001,983.409973,0.2685,-0.069,-0.249,-0.800000, 0.600000, 0.500000
3291057,-0.063928,0.996008,0.0122,-0.4375,0.1225,-2.205,32.459999,982.780029,0.2655,-0.0615,-0.2505, 0.800000, 0.300000,-0.200000
3291087,-0.061976,0.996984,0.013664,-0.35,0.455,-2.3625,32.529999,982.919983,0.276,-0.06,-0.2505, 0.400000,-0.800000, 0.600000
3291117,-0.058072,0.997472,0.011224,-0.2975,0.35,-2.4675,32.560001,983.630005,0.2625,-0.0645,-0.258,-0.600000, 0.100000, 0.300000
3291148,-0.05612,0.998448,0.015616,-0.2275,-0.35,-2.5375,32.560001,982.349976,0.267,-0.066,-0.27,-0.900000,-0.900000, 0.400000
3291178,-0.054168,0.99552,0.016104,-0.2275,-0.105,-2.7125,32.560001,982.77002,0.267,-0.0645,-0.2445,-0.100000,-0.400000, 0.700000
3291208,-0.06588,0.999912,0.01952,-0.0525,-0.3675,-2.905,32.540001,982.530029,0.27,-0.066,-0.2505,-0.500000, 0.600000,-0.500000
3291238,-0.074664,0.996496,0.016104,0.105,-0.5775,-2.8525,32.59,984.330017,0.276,-0.0675,-0.2535, 0.300000,-0.200000, 0.100000
3291268,-0.079544,0.99552,0.018056,0.1575,-0.7175,-2.835,32.59,983.690002,0.273,-0.0615,-0.249, 0.800000,-0.300000, 0.600000
3291298,-0.078568,0.998448,0.011224,0.245,-0.315,-2.835,32.540001,983.590027,0.27,-0.0645,-0.2475, 0.300000, 0.700000,-0.600000
3291328,-0.073688,0.99796,0.011224,0.2975,-0.49,-2.835,32.59,983.059998,0.261,-0.0615,-0.2445,-0.200000, 0.700000,-0.700000
3291358,-0.06832,0.996496,0.008296,0.3325,-0.84,-2.8,32.610001,984.789978,0.27,-0.069,-0.2595, 0.300000, 0.600000,-0.500000
3291388,-0.069296,0.996496,0.009272,0.3325,-0.4725,-2.905,32.560001,983.630005,0.267,-0.069,-0.243, 0.600000,-0.600000, 0.100000
3291418,-0.07564,0.993568,0.004392,0.4375,-0.8225,-2.975,32.59,983.47998,0.276,-0.066,-0.2505, 0.600000, 0.100000,-0.500000
3291449,-0.08052,0.996984,0.001464,0.3675,-1.0325,-2.9225,32.529999,982.700012,0.2715,-0.063,-0.237,-0.700000, 0.000000, 0.600000
3291479,-0.089304,0.995032,0.002928,0.385,-0.91,-2.905,32.529999,982.700012,0.279,-0.063,-0.2415,-0.200000,-0.500000, 0.100000
3291509,-0.089792,0.999424,-0.004392,0.385,-0.5425,-2.765,32.509998,983.52002,0.267,-0.0645,-0.252, 0.000000, 0.000000, 0.100000
3291539,-0.091256,0.994544,0.001464,0.315,-0.735,-2.6775,32.57,983.869995,0.2655,-0.0615,-0.246, 0.000000,-0.800000,-0.700000
3291569,-0.081984,0.995032,-0.001464,0.35,-0.455,-2.59,32.560001,983.200012,0.2745,-0.0675,-0.2445, 0.300000, 0.300000, 0.400000
3291599,-0.081008,0.99308,-0.004392,0.21,-0.42,-2.5375,32.560001,982.77002,0.273,-0.06,-0.252, 0.000000,-0.300000,-0.300000
3291629,-0.071248,0.99796,-0.006832,0.175,-0.5775,-2.59,32.540001,984.02002,0.2715,-0.0645,-0.2535, 0.700000, 0.400000, 0.100000
3291659,-0.071248,0.992104,-0.010736,0.1575,-0.28,-2.52,32.509998,983.309998,0.273,-0.0645,-0.2445,-0.600000,-0.600000, 0.300000
3291689,-0.076128,0.993568,-0.011224,-0.0175,-0.42,-2.6425,32.540001,984.02002,0.2685,-0.063,-0.2445, 0.400000,-0.200000, 0.200000
3291719,-0.083936,0.998448,-0.013176,-0.0525,-0.5425,-2.66,32.560001,983.409973,0.261,-0.0675,-0.258, 0.200000, 0.300000,-0.100000
3291750,-0.089304,0.994544,-0.010736,-0.175,0.1575,-2.4675,32.610001,983.090027,0.2685,-0.057,-0.2475, 0.100000, 0.200000, 0.400000
3291780,-0.089792,0.994056,-0.010248,-0.28,-0.0175,-2.3275,32.490002,982.640015,0.276,-0.066,-0.2445, 0.300000, 0.700000, 0.300000
3291810,-0.079544,0.996008,-0.005368,-0.42,0.1575,-2.345,32.57,982.590027,0.276,-0.0615,-0.2355,-0.800000, 0.300000, 0.400000
3291840,-0.067832,0.998936,0.000488,-0.385,0.3325,-2.3975,32.57,983.450012,0.276,-0.066,-0.249,-0.100000,-1.000000, 0.000000
3291870,-0.066368,0.99308,-0.00244,-0.455,0.3325,-2.52,32.529999,982.280029,0.2685,-0.0615,-0.252,-0.600000, 0.500000, 0.100000
3291900,-0.055632,0.998448,0.005856,-0.49,-0.1575,-2.5025,32.529999,982.700012,0.2685,-0.0645,-0.2445, 0.100000, 0.600000,-0.500000
3291930,-0.060512,0.996984,0.010736,-0.42,0.0875,-2.73,32.529999,982.919983,0.2595,-0.0705,-0.2445, 0.400000,-0.300000, 0.500000
3291960,-0.072224,0.993568,0.0122,-0.3325,-0.07,-2.73,32.509998,982.030029,0.2805,-0.06,-0.24,-0.500000, 0.200000, 0.700000
3291990,-0.079544,0.994544,0.021472,-0.3675,-0.77,-2.73,32.540001,983.169983,0.282,-0.069,-0.249, 0.500000, 0.100000, 0.700000
3292020,-0.071248,0.998448,0.027328,-0.105,-0.105,-2.8,32.540001,983.169983,0.27,-0.0585,-0.249, 0.300000,-0.700000,-0.400000
3292051,-0.076616,0.996984,0.02684,0.0175,-0.105,-2.765,32.540001,983.380005,0.2625,-0.0645,-0.2595,-0.300000,-0.700000, 0.600000
3292081,-0.072712,0.996008,0.019032,0.1225,-0.7175,-2.6425,32.529999,983.340027,0.2745,-0.063,-0.246,-0.600000,-0.400000, 0.000000
3292111,-0.064904,0.99796,0.022448,0.245,-0.8225,-2.7825,32.57,983.22998,0.2715,-0.0645,-0.255,-0.600000, 0.400000,-0.200000
3292141,-0.066856,0.998448,0.018056,0.4025,-0.315,-2.87,32.560001,982.77002,0.276,-0.06,-0.24,-0.500000,-0.600000,-0.100000
3292171,-0.072224,0.994056,0.010736,0.385,-1.295,-2.905,32.560001,983.840027,0.2685,-0.0645,-0.2445,-0.200000, 0.300000,-0.800000
3292201,-0.07564,0.998448,0.01464,0.49,-1.05,-2.8,32.509998,982.880005,0.27,-0.0645,-0.2505,-0.600000, 0.600000,-0.100000
3292231,-0.081984,0.996496,0.004392,0.5775,-0.455,-2.9575,32.560001,982.349976,0.276,-0.0585,-0.252,-0.400000,-1.000000, 0.300000
3292261,-0.081984,0.99552,0.003416,0.525,-1.0675,-2.8175,32.57,984.090027,0.2715,-0.0615,-0.246,-0.400000, 0.800000, 0.300000
3292291,-0.076616,0.996008,-0.001952,0.595,-1.19,-2.8525,32.560001,983.200012,0.2685,-0.0615,-0.2475,-0.500000, 0.200000,-0.200000
3292322,-0.083936,0.992592,-0.010248,0.4725,-0.245,-2.8525,32.540001,983.590027,0.27,-0.0615,-0.2445, 0.500000, 0.000000,-0.300000
3292352,-0.083448,0.996984,-0.01708,0.4375,-0.7875,-2.7475,32.619999,983.76001,0.2775,-0.0675,-0.249,-0.400000, 0.000000, 0.200000
3292382,-0.074664,0.99308,-0.020496,0.245,-0.735,-2.695,32.490002,983.059998,0.2625,-0.063,-0.2535, 0.100000,-0.300000, 0.600000
3292412,-0.076128,0.99552,-0.020008,0.0875,-0.14,-2.8175,32.619999,982.909973,0.2625,-0.06,-0.2475, 0.000000,-0.600000,-0.800000
3292442,-0.084424,0.99796,-0.01708,-0.0875,-0.2975,-2.7825,32.48,982.390015,0.2745,-0.0615,-0.2475,-0.300000, 0.800000,-0.100000
3292472,-0.084912,0.997472,-0.008296,-0.175,-0.7175,-2.66,32.560001,983.409973,0.27,-0.0645,-0.249, 0.200000,-0.100000, 0.100000
3292502,-0.08784,0.999424,-0.005368,-0.2275,0.105,-2.695,32.59,983.059998,0.264,-0.0675,-0.2505, 0.900000, 0.400000,-0.100000
3292532,-0.099552,0.995032,-0.00976,-0.2625,0.0875,-2.59,32.57,983.450012,0.2715,-0.069,-0.261, 0.000000,-0.500000,-0.700000
3292562,-0.089792,0.992104,-0.008784,-0.3675,0.0525,-2.3975,32.529999,983.77002,0.264,-0.066,-0.261,-0.700000,-0.400000,-0.600000
3292592,-0.084912,0.99308,-0.005368,-0.385,0.0875,-2.3275,32.59,982.200012,0.267,-0.06,-0.2565,-0.800000, 0.300000,-0.400000
3292623,-0.085888,0.999424,-0.003904,-0.49,0.0875,-2.205,32.529999,982.700012,0.2685,-0.063,-0.2715, 0.500000,-0.800000, 0.200000
3292653,-0.072712,0.997472,0.006344,-0.56,0.035,-2.3275,32.57,983.869995,0.2685,-0.0615,-0.237,-0.700000, 0.100000, 0.500000
3292683,-0.080032,0.996008,0.014152,-0.4725,0.56,-2.2925,32.540001,982.73999,0.2655,-0.0675,-0.2445,-0.900000,-0.100000, 0.600000
3292713,-0.078568,0.99552,0.01464,-0.35,-0.105,-2.2925,32.619999,983.119995,0.2655,-0.0645,-0.255, 0.600000, 0.100000,-0.200000
3292743,-0.077104,0.994544,0.022448,-0.315,-0.1925,-2.275,32.57,983.659973,0.273,-0.0615,-0.2475,-0.600000,-1.200000,-0.400000
3292773,-0.074176,0.998936,0.020008,-0.14,0.455,-2.2575,32.59,983.059998,0.2715,-0.0615,-0.255,-0.500000,-0.900000, 0.600000
3292803,-0.070272,0.996984,0.016104,-0.0525,-0.4725,-2.31,32.490002,982.849976,0.2715,-0.06,-0.2565,-0.800000,-0.100000, 0.000000
3292833,-0.060512,0.996008,0.01952,0.105,-0.175,-2.2925,32.57,982.590027,0.276,-0.0615,-0.2475, 0.100000,-0.600000,-0.800000
3292863,-0.055144,0.99552,0.009272,0.1225,0.175,-2.5375,32.619999,983.549988,0.27,-0.06,-0.264, 0.600000,-1.000000,-0.500000
3292893,-0.06344,0.995032,0.012688,0.105,-0.49,-2.59,32.619999,983.340027,0.2685,-0.051,-0.2565,-0.200000,-0.500000,-0.300000
3292924,-0.055632,0.996008,0.011224,0.2625,-0.5775,-2.6775,32.619999,983.119995,0.273,-0.0585,-0.24,-0.100000,-0.200000,-0.300000
3292954,-0.066368,0.996496,0.010736,0.2625,-0.5075,-2.94,32.59,983.27002,0.2775,-0.0675,-0.2565, 0.100000,-0.800000,-0.800000
3292984,-0.068808,0.996008,0.003904,0.315,-0.56,-2.87,32.57,982.809998,0.276,-0.063,-0.237, 0.400000, 0.400000,-0.300000
3293014,-0.06832,0.996008,0.001464,0.35,-0.9625,-2.9575,32.529999,982.48999,0.267,-0.0615,-0.243,-0.100000, 0.300000,-0.100000
3293044,-0.065392,0.996496,-0.00244,0.28,-0.455,-3.0275,32.48,983.450012,0.27,-0.063,-0.255,-0.900000, 0.000000,-0.200000
3293074,-0.071736,0.998448,-0.006344,0.245,-0.77,-3.115,32.560001,982.349976,0.2745,-0.0615,-0.24, 0.300000, 0.600000, 0.500000
3293104,-0.078568,0.994544,-0.006832,0.175,-0.8575,-3.0975,32.610001,983.52002,0.261,-0.066,-0.249, 0.100000, 0.200000, 0.000000
3293134,-0.0732,0.993568,-0.00488,0.105,-0.4725,-3.01,32.529999,983.340027,0.27,-0.063,-0.252,-0.700000, 0.800000,-0.800000
3293164,-0.087352,0.994544,-0.003416,0.035,-0.6825,-3.15,32.509998,982.880005,0.2775,-0.066,-0.2475, 0.300000,-0.300000, 0.500000
3293194,-0.090768,0.996984,-0.003416,0.0,-0.6125,-2.975,32.540001,983.169983,0.27,-0.063,-0.2475,-0.800000, 0.400000, 0.400000
