Timestamp,Ax,Ay,Az,Rx,Ry,Rz,Temp,Pressure,Mx,My,Mz,Gx,Gy,Gz
3301021,-0.13176,4.50912,-1.034072,0.84,-531.195007,-14.91,32.59,928.299988,0.2865,-0.0375,-0.2775,-0.400000, 0.900000,-1.100000
3301051,0.470432,4.266584,0.186416,-7.28,-572.79248,-20.842501,32.400002,926.210022,0.297,-0.045,-0.363, 0.200000,-0.400000,-0.100000
3301081,-0.728584,4.429088,-1.098488,10.745,-573.369995,-10.9025,32.529999,925.830017,0.3015,-0.036,-0.411,-0.300000,-0.800000, 0.000000
3301111,-0.401624,4.276344,-1.197064,9.9575,-573.369995,-7.3325,32.41,925.599976,0.3045,0.0015,-0.498,-0.600000,-2.700000, 1.100000
3301141,-0.310856,4.109936,-1.17364,8.3125,-568.032471,-23.135,32.57,924.640015,0.3075,0.0225,-0.5295,-0.900000, 2.000000, 0.000000
3301171,-0.19764,4.045032,-1.131672,-5.11,-573.037476,-31.1675,32.529999,923.909973,0.306,0.0915,-0.546,-0.500000,-4.200000, 1.700000
3301202,-0.261568,3.99916,-0.826184,-7.8225,-572.932495,-42.122501,32.540001,924.789978,0.309,0.126,-0.5445,-0.600000,-3.300000, 1.100000
3301232,1.416664,3.875208,-0.499224,-7.805,-572.30249,-52.220001,32.57,923.580017,0.2955,0.1695,-0.5115,-1.000000, 2.300000,-0.900000
3301262,1.273192,3.637064,-0.773968,-14.1925,-573.369995,-47.075001,32.560001,922.27002,0.3,0.1785,-0.4875,-1.300000,-4.100000, 1.100000
3301292,0.417728,3.6234,-0.550464,-12.6175,-573.369995,-49.647499,32.529999,920.5,0.2955,0.2025,-0.408,-0.500000,-3.000000, 0.900000
3301322,0.83936,3.466752,0.410896,20.475,-570.255005,-45.5,32.490002,918.72998,0.294,0.2055,-0.36, 0.600000, 3.700000,-1.600000
3301352,1.116544,3.620472,-0.459696,34.352501,-573.22998,-48.5275,32.59,918.919983,0.2925,0.168,-0.2565,-0.500000,-2.400000, 0.200000
3301382,2.19356,3.513112,-1.00772,43.592499,-566.5625,-61.915001,32.57,918.469971,0.2775,0.1515,-0.2145, 0.100000,-6.200000,-0.200000
3301412,1.26636,2.656184,-0.899384,-0.665,-564.04248,-83.422501,32.560001,917.799988,0.291,0.069,-0.177,-1.100000,-8.000000, 3.900000
3301442,-4.260728,2.295064,-2.432192,3.2025,-424.182495,-97.894997,32.560001,914.809998,0.2835,0.036,-0.1815,-2.400000,-17.200001, 7.000000
3301472,-1.95688,2.868952,-1.60308,-9.03,-497.122498,-55.772499,32.48,913.369995,0.288,-0.0165,-0.2355,-2.200000, 2.100000,-1.800000
3301503,0.899384,2.524424,-0.722728,1.82,-544.477478,-31.762501,32.509998,911.950012,0.2955,-0.021,-0.273,-0.500000,-3.400000, 0.100000
3301533,2.444392,2.6596,-0.468968,26.827499,-543.47998,-4.3925,32.540001,913.289978,0.3,-0.0435,-0.3615,-1.300000, 6.300000,-1.200000
3301563,-3.25008,3.125152,-2.23016,62.334999,-542.587524,-32.025002,32.560001,911.619995,0.306,-0.0375,-0.402,-0.200000, 2.800000, 3.400000
3301593,3.088064,2.775256,-1.131672,79.152496,-552.527527,-36.049999,32.490002,913.190002,0.3075,-0.0165,-0.4695, 0.100000,-3.000000,-1.300000
3301623,-0.399672,1.642608,-2.260416,39.672501,-552.492493,-72.205002,32.560001,911.400024,0.3075,0.006,-0.4965,-1.300000, 0.400000, 1.000000
3301653,1.49084,1.11264,-0.81252,-31.955,-573.369995,-80.43,32.450001,911.390015,0.3045,0.057,-0.546,-0.100000,-2.700000, 0.500000
3301683,1.653344,1.696776,-1.156072,-23.66,-573.369995,-68.004997,32.57,909.309998,0.303,0.0885,-0.5805, 0.100000, 6.000000, 1.200000
3301713,-0.207888,1.082872,-0.953552,-7.84,-573.369995,-6.58,32.509998,908.109985,0.2985,0.1545,-0.555, 1.800000,-0.900000, 0.700000
3301743,-1.7202,3.026088,-2.236504,39.48,-552.195007,-30.695,32.509998,907.26001,0.2985,0.1815,-0.537, 1.100000, 4.300000,-2.700000
3301773,-2.454152,0.74908,-0.167872,25.252501,-530.897522,-44.240002,32.57,907.599976,0.2865,0.2175,-0.432,-4.500000,-2.700000, 1.400000
3301804,3.3306,0.725168,-0.459208,22.995001,-507.482513,-44.467499,32.560001,907.570007,0.288,0.21,-0.3795, 0.700000, 4.900000,-0.300000
3301834,3.607784,0.586088,-0.223016,-6.545,-518.10498,-60.357498,32.450001,906.919983,0.288,0.1995,-0.297,-0.300000,-5.200000,-0.400000
3301864,-0.562176,1.331752,-2.128656,-22.959999,-532.297485,-77.787498,32.450001,906.48999,0.291,0.1755,-0.267, 1.400000, 4.200000, 0.300000
3301894,1.751432,-0.431392,1.852448,-44.607498,-558.950012,-67.0075,32.540001,902.640015,0.294,0.126,-0.237, 0.000000, 1.300000,-2.900000
3301924,0.899872,1.499136,-2.238944,-24.535,-485.1875,-28.735001,32.540001,902.419983,0.2955,0.0975,-0.2265,-3.100000,-0.700000, 2.400000
3301954,0.376248,1.247816,-1.147776,22.82,-354.899994,-16.362499,32.450001,901.809998,0.297,0.0645,-0.2145, 1.400000,-0.100000,-3.200000
3301984,-1.208776,0.39528,-0.868152,17.85,-326.269989,-33.215,32.490002,901.049988,0.294,0.0495,-0.2115,-4.200000,-2.600000, 3.000000
3302014,2.667896,-0.483608,0.665632,43.172501,-401.712494,-27.247499,32.59,901.669983,0.294,0.0285,-0.2175, 3.100000, 6.500000,-3.100000
3302044,-0.328424,-0.758352,0.121024,53.497501,-403.42749,-49.279999,32.490002,899.130005,0.294,0.018,-0.2235,-3.100000, 3.600000, 0.800000
3302074,0.62464,0.435784,-1.200968,48.195,-419.737488,-37.887501,32.509998,900.869995,0.288,-0.0255,-0.2355,-2.200000, 1.000000,-2.600000
3302105,-0.66124,0.337696,-2.309216,52.202499,-500.359985,-70.769997,32.509998,900.02002,0.2895,-0.0345,-0.2505,-0.600000,-0.900000, 2.400000
3302135,1.035048,0.488,-0.95404,24.272499,-562.309998,-43.959999,32.459999,897.369995,0.2775,-0.0645,-0.3345,-0.800000, 0.200000, 0.600000
3302165,0.53192,-0.07564,-0.403088,-15.68,-567.227478,-2.6775,32.560001,897.559998,0.2895,-0.06,-0.4425, 0.100000,-0.500000,-0.100000
3302195,4.407616,0.697352,0.487512,39.900002,-553.875,14.8575,32.48,896.969971,0.297,-0.0285,-0.4665, 0.200000, 2.000000,-1.500000
3302225,-3.274968,1.008208,-1.159,41.720001,-544.179993,-4.9525,32.48,895.059998,0.303,0.0225,-0.5355, 0.800000, 0.000000, 2.800000
3302255,-1.903688,-0.63196,-0.751032,42.665001,-502.932495,-26.004999,32.610001,898.289978,0.303,0.0555,-0.552, 2.300000,-2.500000, 0.200000
3302285,1.91296,-0.079544,-1.009184,47.285,-498.154999,-44.240002,32.529999,895.789978,0.3105,0.0975,-0.543,-0.500000,-2.900000, 1.300000
3302315,1.757776,-0.004392,-0.328424,9.835,-476.612488,-41.842499,32.529999,896.429993,0.306,0.1065,-0.5415, 2.800000,-1.500000, 0.400000
3302345,-3.38672,0.16836,-1.062376,-24.8675,-475.107513,-47.845001,32.560001,895.640015,0.3105,0.1395,-0.5325, 1.500000, 2.000000,-0.800000
3302376,1.065792,0.437736,-1.064328,21.8225,-491.015015,-21.0175,32.540001,893.690002,0.3045,0.159,-0.516,-0.800000,-0.900000,-1.000000
3302406,-0.4758,-0.06588,-0.792024,-26.705,-392.612488,-10.9375,32.59,893.359985,0.306,0.1725,-0.489, 1.100000, 1.900000, 0.200000
3302436,4.270976,-0.167872,0.74176,17.5,-375.007507,34.615002,32.57,892.049988,0.3015,0.1875,-0.4785, 1.900000,-2.900000, 0.000000
3302466,-2.710352,0.861808,-1.301496,37.607498,-221.095001,-15.6275,32.490002,893.169983,0.3,0.2055,-0.4275,-3.900000,-1.400000, 1.800000
3302496,-0.87352,-0.110288,-0.55144,32.672501,-113.014999,-23.030001,32.619999,892.570007,0.2805,0.1995,-0.4155,-1.300000,-3.500000, 0.700000
3302526,-1.800232,0.22204,-0.72712,38.535,149.869995,-36.330002,32.48,892.070007,0.3,0.195,-0.405,-1.600000, 4.700000,-1.100000
3302556,-0.469944,-0.574864,-0.86132,57.224998,196.524994,-49.192501,32.540001,890.48999,0.297,0.1935,-0.402, 0.300000,-0.100000,-1.000000
3302586,0.042456,0.379664,-1.500112,65.677498,147.402496,-79.730003,32.529999,890.25,0.306,0.1755,-0.405,-1.200000,-4.100000, 0.800000
3302616,-2.02276,-0.287432,-0.484584,28.192499,199.587494,-48.842499,32.560001,888.820007,0.3045,0.1755,-0.4155, 1.900000,-4.800000, 1.800000
3302646,3.138816,-1.012112,0.366,-22.627501,228.462494,-23.047501,32.48,888.669983,0.321,0.159,-0.429, 0.800000, 0.800000,-0.100000
3302677,0.802272,-0.996008,-0.4026,-15.7325,359.362488,-45.080002,32.490002,887.210022,0.312,0.147,-0.438, 1.400000, 4.700000,-3.700000
3302707,-0.613416,0.808616,-1.799256,-60.7425,487.707489,-51.169998,32.57,886.51001,0.318,0.129,-0.462, 0.100000, 2.500000, 0.500000
3302737,2.548336,0.503616,0.201056,-54.862499,384.5625,-51.2575,32.509998,886.809998,0.3105,0.1095,-0.4875, 1.000000,-2.700000, 1.700000
3302767,2.395104,0.218624,1.497184,-81.934998,351.049988,-44.029999,32.509998,885.109985,0.327,0.0795,-0.501,-0.300000,-0.800000, 1.800000
3302797,4.096272,-0.02928,1.592344,-76.824997,236.529999,-29.924999,32.610001,884.01001,0.3135,0.0495,-0.504,-0.100000,-1.800000, 0.400000
3302827,1.902224,-0.004392,0.87596,-85.977501,276.640015,-22.575001,32.529999,882.580017,0.309,0.0255,-0.5145,-1.300000, 3.600000,-2.400000
3302857,-2.4278,0.232776,-1.753384,-68.652496,358.434998,-12.4775,32.490002,882.52002,0.294,0.0135,-0.5205, 1.400000, 3.200000,-1.600000
3302887,-2.006656,0.046848,-1.689944,-64.452499,399.48999,10.0975,32.57,882.669983,0.297,-0.009,-0.5235, 0.000000, 4.000000,-3.400000
3302917,-1.641632,-0.440664,-0.99796,-63.314999,424.672485,24.5525,32.509998,883.190002,0.294,-0.015,-0.4905, 1.800000,-1.000000,-0.300000
3302947,-1.406416,-0.635376,-1.079944,-62.299999,366.975006,33.669998,32.560001,882.0,0.2925,-0.0345,-0.462,-1.200000,-3.600000, 1.400000
3302978,1.683112,-1.547936,0.468968,-73.220001,296.975006,63.087502,32.509998,882.119995,0.294,-0.045,-0.441,-0.500000,-1.900000, 0.600000
3303008,2.67424,-1.65432,0.440664,-25.3575,224.384995,60.357498,32.529999,880.880005,0.297,-0.048,-0.417,-1.800000,-3.800000,-1.200000
3303038,2.29848,-1.494744,0.126392,2.485,132.860001,37.66,32.43,882.820007,0.2895,-0.039,-0.4125, 0.000000, 0.400000,-1.400000
3303068,-0.160552,-1.727032,0.033184,14.98,-0.35,30.5375,32.540001,883.25,0.3045,-0.048,-0.3885,-0.400000,-5.300000, 1.500000
3303098,0.854488,-2.328736,0.090768,36.452499,14.42,19.355,32.529999,882.789978,0.309,-0.0405,-0.378,-1.100000, 0.000000, 0.400000
3303128,1.80072,-2.680584,0.191784,36.067501,-60.025002,-17.780001,32.560001,883.070007,0.2955,-0.033,-0.3735,-1.500000, 2.600000,-1.400000
3303158,1.51036,-2.975824,0.238632,18.48,-35.857498,-51.712502,32.540001,881.969971,0.2985,-0.042,-0.369,-0.200000, 0.400000, 1.500000
3303188,2.22284,-3.922056,1.07848,14.4375,-146.895004,-47.022499,32.450001,880.719971,0.288,-0.054,-0.3675,-0.600000, 2.800000,-2.100000
3303218,-1.39324,-2.818688,-1.365424,16.379999,-187.985001,-64.767502,32.57,880.969971,0.294,-0.054,-0.378, 0.200000, 3.800000,-2.700000
3303248,-1.0736,-3.205672,-1.13216,11.165,-279.475006,-64.925003,32.59,877.799988,0.285,-0.0585,-0.417, 0.200000, 2.300000,-2.400000
3303279,-1.456192,-2.977776,-1.621136,22.610001,-300.002502,0.8925,32.59,876.530029,0.2835,-0.0615,-0.4455, 0.300000, 1.000000, 0.700000
3303309,-0.466528,-3.42576,0.804712,-1.9075,-342.422485,14.6125,32.619999,876.159973,0.288,-0.0285,-0.4875,-0.700000,-1.500000, 1.600000
3303339,1.99592,-3.687328,0.679784,30.1525,-199.622498,22.540001,32.529999,875.97998,0.2985,-0.0195,-0.5175, 0.700000,-0.800000, 1.100000
3303369,0.455792,-4.156784,0.677344,44.939999,188.615005,39.514999,32.560001,876.25,0.3045,-0.0135,-0.5145, 0.900000,-1.800000, 3.300000
3303399,1.263432,-4.615992,0.391864,59.009998,367.01001,40.215,32.59,877.590027,0.306,-0.027,-0.4545, 0.400000, 0.300000,-0.300000
3303429,2.172576,-3.612664,0.07076,28.42,560.070007,74.129997,32.540001,878.559998,0.3105,-0.03,-0.4035,-1.500000, 0.700000, 0.000000
3303459,0.794952,-4.076264,-0.049776,-12.005,571.969971,-6.755,32.59,876.950012,0.3045,-0.0435,-0.306,-0.400000,-1.500000, 0.700000
3303489,1.303448,-3.895216,-0.918904,0.9625,573.369995,-31.4475,32.57,878.409973,0.294,-0.0375,-0.2535, 1.300000, 0.000000,-1.600000
3303519,-0.119072,-4.103592,-0.6832,-32.305,573.369995,-67.217499,32.610001,878.26001,0.2835,0.0,-0.1755,-0.800000, 1.200000,-1.500000
3303549,0.963312,-4.137752,-0.277184,45.377499,573.369995,-69.720001,32.529999,876.400024,0.2775,0.027,-0.1335, 1.700000, 0.700000, 1.700000
3303580,0.839848,-4.468128,-0.649528,83.597504,573.369995,-68.862503,32.540001,877.710022,0.2715,0.0915,-0.117,-1.600000, 1.900000,-0.600000
3303610,-0.445544,-4.06504,-2.26432,61.7925,573.369995,-55.877499,32.540001,875.789978,0.2595,0.117,-0.1305, 0.300000,-1.800000, 0.700000
3303640,2.922632,-3.655608,-0.291336,43.68,573.369995,-44.2225,32.560001,875.609985,0.246,0.1935,-0.207,-2.700000, 2.300000,-0.100000
3303670,2.181848,-3.7454,-0.253272,31.5525,572.337524,-61.7225,32.529999,875.340027,0.2655,0.2055,-0.2715, 0.500000,-2.400000, 1.900000
3303700,-0.47336,-4.58476,-0.565592,18.9,573.369995,-83.160004,32.529999,874.909973,0.2805,0.213,-0.3945,-0.800000, 2.100000,-0.500000
3303730,0.795928,-3.822016,-0.871568,53.200001,573.369995,-92.68,32.540001,873.880005,0.2985,0.195,-0.4455,-0.600000,-3.700000,-0.600000
3303760,2.094496,-3.892776,0.291336,67.392502,573.369995,-98.945,32.529999,875.119995,0.3255,0.129,-0.4785,-1.800000, 3.200000,-0.600000
3303790,3.395016,-3.49408,0.653432,77.175003,552.877502,-102.514999,32.540001,872.390015,0.324,0.093,-0.4785, 0.100000,-5.700000, 1.400000
3303820,2.362896,-4.447144,0.279136,59.447498,568.890015,-76.422501,32.57,872.869995,0.318,0.0345,-0.4215,-0.800000,-0.200000, 1.000000
3303850,0.774944,-4.576464,-0.779824,47.810001,573.369995,-101.535004,32.560001,872.200012,0.324,0.0,-0.3765,-1.700000, 4.000000,-4.300000
3303881,0.17568,-3.773704,-1.71776,55.982498,573.369995,-107.625,32.59,873.330017,0.2985,-0.0285,-0.2445, 1.100000,-0.300000, 1.600000
3303911,-1.928088,-3.921568,-1.380064,62.195,573.369995,-110.879997,32.57,871.809998,0.291,-0.0135,-0.1845, 0.900000, 4.500000,-0.600000
3303941,0.06832,-3.493104,-1.367864,81.497498,573.369995,-110.915001,32.540001,872.169983,0.264,0.0285,-0.126, 0.000000, 2.600000,-0.400000
3303971,1.92028,-3.3428,-0.540216,89.599998,563.132507,-98.927498,32.509998,870.830017,0.255,0.0555,-0.0975, 0.800000,-1.500000,-0.200000
3304001,1.599664,-3.325232,-0.918904,81.235001,564.445007,-103.932503,32.560001,870.710022,0.2415,0.093,-0.0765, 0.000000,-1.300000, 1.500000
3304031,0.09028,-3.439912,0.40504,53.549999,572.284973,-120.347504,32.490002,869.950012,0.2325,0.12,-0.078,-0.100000, 1.100000, 1.400000
3304061,0.990152,-3.030968,-0.166408,43.82,573.369995,-109.252502,32.509998,869.77002,0.2325,0.18,-0.1305, 0.600000, 0.000000, 0.400000
3304091,0.563152,-2.69376,-1.194136,46.672501,573.369995,-115.745003,32.57,867.76001,0.2445,0.198,-0.165,-0.200000,-0.100000, 0.800000
3304121,0.020496,-2.873832,-0.780312,39.357498,573.369995,-118.597504,32.509998,868.48999,0.264,0.219,-0.2595,-0.100000, 0.000000, 0.300000
3304152,0.193248,-2.790872,-0.969168,38.0275,573.369995,-123.147499,32.509998,868.919983,0.276,0.2235,-0.3045, 0.700000, 1.200000,-0.700000
3304182,-0.064416,-3.038288,-1.011624,41.720001,573.369995,-138.757507,32.540001,869.619995,0.297,0.2025,-0.4005,-0.100000,-1.100000,-0.300000
3304212,0.449936,-3.022184,-0.7076,42.805,573.369995,-135.607498,32.57,868.190002,0.3045,0.168,-0.4365,-0.500000, 0.200000, 0.100000
3304242,0.501664,-2.974848,-0.794464,47.32,573.369995,-133.647507,32.57,868.830017,0.3255,0.1035,-0.459, 0.000000, 0.700000, 0.100000
3304272,0.95648,-2.819176,-0.824232,53.724998,573.369995,-124.582497,32.560001,868.369995,0.333,0.069,-0.447,-0.400000, 0.600000, 0.300000
3304302,0.061976,-2.740608,-1.0248,51.625,573.369995,-114.1875,32.529999,868.309998,0.3165,0.0105,-0.3615, 0.300000, 0.500000, 0.800000
3304332,0.382592,-2.631784,-0.732488,55.947498,573.369995,-106.574997,32.509998,866.789978,0.3075,-0.0165,-0.333,-0.100000, 0.600000,-0.900000
3304362,-0.070272,-2.683512,-0.470432,55.352501,573.369995,-109.724998,32.560001,866.450012,0.2925,-0.03,-0.2355,-0.100000,-0.700000, 0.600000
3304392,-0.104432,-2.687904,-0.408944,54.337502,572.337524,-115.535004,32.57,866.690002,0.285,-0.0165,-0.171, 0.600000, 1.000000, 0.400000
3304422,0.494344,-2.62056,-0.576328,54.389999,573.02002,-120.697502,32.57,867.330017,0.2685,0.003,-0.1185,-0.400000,-1.600000,-0.200000
3304453,-0.041968,-2.63032,-0.525088,55.072498,572.284973,-131.565002,32.509998,865.719971,0.246,0.0225,-0.0945, 0.100000,-1.300000,-0.200000
3304483,0.35868,-2.639104,-0.369416,51.099998,573.369995,-133.752502,32.57,864.559998,0.2325,0.0525,-0.0525, 0.300000,-0.500000, 0.800000
3304513,0.289384,-2.599088,-0.340136,50.014999,573.369995,-127.977501,32.490002,865.47998,0.225,0.0885,-0.057, 0.000000, 0.200000, 0.200000
3304543,0.13908,-2.498072,-0.751032,47.512501,573.369995,-121.904999,32.490002,864.200012,0.2235,0.141,-0.0885,-0.300000,-0.300000,-0.100000
3304573,0.250832,-2.347768,-0.721752,45.8675,573.369995,-115.552498,32.540001,865.140015,0.2325,0.174,-0.1125, 0.200000, 0.100000,-0.300000
3304603,-0.057584,-2.515152,-0.543632,40.7925,573.369995,-109.514999,32.459999,863.5,0.24,0.2175,-0.207, 0.300000, 0.400000,-0.300000
3304633,0.501664,-2.437072,-0.576816,46.322498,573.369995,-107.572502,32.560001,864.109985,0.2625,0.234,-0.333,-0.800000, 0.200000,-0.100000
3304663,0.486536,-2.429264,-0.338184,54.915001,573.369995,-106.644997,32.509998,865.299988,0.2865,0.2265,-0.375, 0.000000, 0.000000, 0.700000
3304693,0.301096,-2.430728,-0.393816,64.907501,573.369995,-110.985001,32.59,864.590027,0.3045,0.1905,-0.4455,-0.100000,-0.300000, 0.500000
3304723,0.551928,-2.460984,-0.32452,69.790001,571.900024,-109.182503,32.459999,865.419983,0.3105,0.162,-0.4545, 1.000000,-0.800000, 0.400000
3304754,0.167384,-2.417064,-0.371368,72.642502,556.16748,-111.002502,32.490002,863.98999,0.327,0.105,-0.462, 0.200000,-0.500000, 0.500000
3304784,0.465552,-2.31312,-0.113704,68.512497,531.07251,-109.7425,32.540001,862.590027,0.3345,0.081,-0.441, 0.800000, 0.700000, 0.000000
3304814,-0.257176,-2.367776,-0.039528,56.122501,541.432495,-113.470001,32.560001,862.400024,0.321,0.03,-0.39, 0.200000,-0.700000,-0.200000
3304844,-0.443104,-2.224792,-0.162992,51.9575,510.07251,-112.752502,32.459999,861.799988,0.3285,0.018,-0.369, 0.200000, 0.600000,-0.900000
3304874,0.176168,-2.13988,-0.024888,44.1875,531.352478,-105.559998,32.509998,860.820007,0.312,-0.021,-0.2925, 0.300000, 0.100000,-0.400000
3304904,-0.05856,-2.042768,-0.183976,36.68,570.184998,-109.235001,32.540001,861.309998,0.297,-0.036,-0.2565, 0.200000, 1.400000,-0.500000
3304934,0.233752,-2.006656,-0.310368,35.122501,573.369995,-101.237503,32.43,861.52002,0.276,-0.027,-0.186, 0.600000,-0.900000,-0.700000
3304964,-0.010736,-1.96664,-0.447496,39.165001,570.88501,-111.195,32.560001,862.190002,0.27,-0.018,-0.147,-0.300000,-0.200000,-0.500000
3304994,-0.199104,-2.134512,-0.263032,40.075001,571.182495,-116.602501,32.529999,862.130005,0.249,0.015,-0.0885,-0.100000, 1.000000, 0.200000
3305024,0.306952,-2.21796,-0.003416,44.2925,565.30249,-120.364998,32.529999,862.130005,0.2385,0.0375,-0.0705,-0.100000, 0.400000,-0.600000
3305055,-0.063928,-2.112064,-0.603168,54.302502,573.369995,-117.110001,32.490002,861.429993,0.2325,0.0795,-0.06,-0.900000, 0.300000,-0.400000
3305085,-0.232288,-2.118896,-0.360144,58.467499,573.369995,-117.285004,32.450001,861.77002,0.219,0.111,-0.066, 0.500000,-0.200000, 0.300000
3305115,0.260592,-2.004704,-0.595848,62.264999,573.195007,-106.942497,32.490002,861.0,0.2265,0.159,-0.102,-0.600000,-0.300000, 0.100000
3305145,-0.342088,-1.999824,-0.472872,59.587502,565.79248,-106.802498,32.490002,860.789978,0.228,0.186,-0.123,-0.600000, 0.800000,-0.400000
3305175,-0.262056,-1.907104,-0.428952,57.802502,562.590027,-102.059998,32.43,860.25,0.243,0.2145,-0.192,-0.300000, 1.000000,-0.500000
3305205,-0.14396,-1.911496,-0.121512,53.095001,515.47998,-96.827499,32.48,859.909973,0.243,0.2235,-0.2205, 0.000000,-1.000000, 0.900000
3305235,-0.130296,-1.79584,-0.2318,46.427502,511.38501,-95.550003,32.509998,860.179993,0.261,0.228,-0.294, 1.100000, 0.100000, 0.600000
3305265,-0.265472,-1.775832,-0.174704,46.287498,498.172485,-94.254997,32.48,859.27002,0.2715,0.2235,-0.327,-0.800000,-1.000000, 0.000000
3305295,-0.338184,-1.736304,-0.1342,42.3325,453.424988,-103.985001,32.459999,858.809998,0.2895,0.2115,-0.39, 0.300000, 1.300000,-0.700000
3305325,-0.03904,-1.689944,-0.055632,34.737499,426.334991,-104.300003,32.529999,858.51001,0.297,0.189,-0.4035, 0.300000,-0.800000, 0.300000
3305356,-0.30256,-1.64944,-0.333792,30.73,417.934998,-106.802498,32.509998,859.76001,0.3165,0.153,-0.4275,-1.000000,-0.100000,-0.700000
3305386,-0.338184,-1.717272,-0.069784,24.0625,423.692505,-116.025002,32.490002,858.450012,0.318,0.1395,-0.441,-0.200000, 0.600000, 0.500000
3305416,0.354776,-1.679696,-0.194712,18.8475,481.600006,-112.087502,32.48,858.840027,0.3315,0.096,-0.4425, 0.400000,-0.400000, 0.500000
3305446,0.051728,-1.710928,-0.293776,19.827499,573.247498,-111.474998,32.540001,858.960022,0.324,0.072,-0.441, 0.200000,-0.300000,-0.800000
3305476,0.245952,-1.662616,-0.420656,23.625,573.369995,-107.449997,32.450001,857.51001,0.3165,0.018,-0.3885,-0.400000,-1.000000,-0.600000
3305506,0.312808,-1.692384,-0.408944,30.344999,573.369995,-102.987503,32.41,857.02002,0.315,-0.003,-0.357,-0.200000, 1.500000,-0.900000
3305536,0.245464,-1.611376,-0.665632,36.907501,573.369995,-97.772499,32.48,857.140015,0.303,-0.0255,-0.273, 0.700000,-0.800000, 0.000000
3305566,0.226432,-1.650416,-0.454328,46.9175,573.369995,-94.745003,32.41,857.869995,0.2895,-0.027,-0.234, 1.000000,-1.200000,-0.300000
3305596,-0.129808,-1.685064,-0.342576,49.279999,573.369995,-88.480003,32.43,857.47998,0.267,-0.0105,-0.156, 0.200000,-0.100000,-0.100000
3305626,-0.43188,-1.67384,-0.41968,54.827499,573.369995,-84.857498,32.43,858.539978,0.2595,-0.003,-0.1185,-0.100000, 0.800000,-0.500000
3305657,0.367464,-1.611376,-0.374296,58.782501,573.369995,-77.857498,32.48,856.929993,0.237,0.0495,-0.0885,-0.300000,-0.100000, 0.300000
3305687,0.223504,-1.599176,-0.223016,64.172501,572.775024,-74.550003,32.48,857.570007,0.228,0.069,-0.072, 0.100000, 0.100000, 0.200000
3305717,-0.001952,-1.523048,-0.404552,68.074997,572.932495,-77.245003,32.490002,857.169983,0.2295,0.1305,-0.084,-0.300000,-0.100000,-0.600000
3305747,0.14396,-1.480104,-0.35624,69.912498,573.369995,-57.959999,32.43,856.409973,0.2205,0.162,-0.099,-0.400000,-0.300000, 0.100000
3305777,-0.125416,-1.478152,-0.28548,72.362503,573.369995,-48.212502,32.459999,856.679993,0.234,0.216,-0.1635,-0.700000, 0.400000, 0.300000
3305807,0.050752,-1.444968,-0.340136,70.4375,573.369995,-31.0975,32.450001,855.590027,0.2265,0.243,-0.219,-0.800000, 1.400000,-0.500000
3305837,0.154208,-1.375184,-0.252784,71.82,573.369995,-8.12,32.41,857.02002,0.243,0.273,-0.3315,-0.900000,-0.300000,-0.100000
3305867,0.314272,-1.273192,-0.395768,81.514999,573.369995,-2.59,32.48,856.710022,0.2445,0.2655,-0.4425, 0.700000,-1.200000, 0.700000
3305897,-0.221552,-1.246352,-0.834968,77.647499,573.369995,2.0125,32.400002,855.289978,0.267,0.24,-0.5115, 0.500000, 0.300000,-1.400000
3305928,0.577792,-1.135576,-0.803736,77.279999,573.369995,11.2175,32.509998,856.349976,0.2805,0.198,-0.582, 1.000000, 0.500000, 0.100000
3305958,0.3416,-1.188768,-0.783728,70.769997,573.369995,17.115,32.459999,855.409973,0.2895,0.15,-0.591, 0.000000, 1.400000,-0.400000
3305988,0.069296,-1.179008,-0.846192,61.005001,573.369995,23.73,32.41,855.960022,0.306,0.078,-0.579, 0.500000,-0.700000, 0.600000
3306018,0.078568,-1.151192,-0.648552,55.965,573.369995,36.4175,32.48,856.289978,0.3,0.045,-0.555, 0.100000, 0.500000, 1.100000
3306048,0.027816,-1.153144,-0.673928,51.59,573.369995,44.0825,32.43,855.77002,0.3075,-0.012,-0.4785, 0.600000,-0.300000,-1.000000
3306078,0.310856,-1.100928,-0.6588,39.794998,573.369995,55.264999,32.490002,856.320007,0.312,-0.0285,-0.429,-0.800000, 0.100000, 0.200000
3306108,0.06832,-1.08824,-0.671488,24.709999,573.369995,60.41,32.509998,856.140015,0.3015,-0.027,-0.3465,-0.100000,-0.200000,-1.100000
3306138,0.033184,-1.05164,-0.630984,10.6925,573.369995,65.485001,32.380001,855.679993,0.306,-0.03,-0.2955,-0.200000,-0.400000, 0.300000
3306168,-0.05612,-1.008208,-0.495808,2.695,573.317505,66.955002,32.459999,855.409973,0.309,0.0045,-0.2325,-0.100000, 1.400000,-0.400000
3306198,-0.075152,-1.0614,-0.306464,-2.345,546.734985,68.040001,32.43,856.200012,0.3,0.0315,-0.2235, 0.100000,-0.400000, 0.800000
3306229,0.062464,-1.048224,-0.18056,-5.95,504.035004,69.107498,32.509998,854.429993,0.297,0.0675,-0.2205, 0.300000, 0.400000,-0.400000
3306259,0.080032,-1.052616,-0.242536,-4.6025,469.507507,68.477501,32.450001,854.73999,0.3045,0.0945,-0.222,-0.900000, 0.700000, 0.500000
