Timestamp,Ax,Ay,Az,Rx,Ry,Rz,Temp,Pressure
1888447,-0.6954,0.106628,0.190808,342.475006,-4.8125,2.9575,nan,nan
1888457,-0.702964,0.060512,0.194468,342.002502,-4.76,2.345,nan,nan
1888467,-0.740296,0.085156,0.177876,341.547485,-4.655,1.7675,nan,nan
1888477,-0.691008,0.059536,0.161528,339.815002,-4.2175,2.0825,nan,nan
1888485,-0.685884,0.0549,0.145668,338.607513,-4.095,2.0125,nan,nan
1888495,-0.63074,0.012932,0.116632,337.470001,-3.955,2.31,nan,nan
1888505,-0.366,-0.082228,0.044652,338.082489,-6.0375,5.355,nan,nan
1888515,-0.413336,0.243756,0.351848,338.607513,-0.945,4.97,nan,nan
1888525,-0.414312,0.120292,0.123952,339.482513,4.69,-0.175,nan,nan
1888535,-0.619028,-0.120536,0.061732,336.945007,1.225,8.925,nan,nan
1888545,-0.68198,0.106628,-0.000976,334.494995,-2.8,21.3325,nan,nan
1888555,-0.670268,0.416996,0.028304,333.497498,-11.2,5.0925,nan,nan
1888565,-0.709308,0.10614,0.12444,331.887512,-11.55,5.74,nan,nan
1888575,-0.719556,0.083936,0.106628,330.277496,-11.6375,5.6175,nan,nan
1888585,-0.73078,0.08174,0.112484,329.804993,-11.8125,5.495,nan,nan
1888595,-0.72468,0.123708,0.113704,328.982513,-12.215,5.39,nan,nan
1888605,-0.705404,0.099308,0.111996,329.122498,-12.565,5.67,nan,nan
1888615,-0.693692,0.093208,0.119804,328.019989,-12.985,5.67,nan,nan
1888625,-0.701012,0.089548,0.116144,327.512512,-13.44,5.565,nan,nan
1888635,-0.679052,0.084668,0.12566,327.30249,-13.9475,5.145,nan,nan
1888645,-0.680272,0.077836,0.12566,326.445007,-14.1575,4.9875,nan,nan
1888655,-0.686372,0.101748,0.1342,325.535004,-13.8775,5.3375,nan,nan
1888665,-0.682468,0.092232,0.13786,324.887512,-13.44,5.53,nan,nan
1888675,-0.689544,0.106384,0.15006,324.309998,-13.1775,5.2675,nan,nan
1888685,-0.68198,0.092964,0.143472,323.767487,-12.495,5.18,nan,nan
1888695,-0.681004,0.087352,0.140544,323.26001,-12.0225,4.9175,nan,nan
1888705,-0.665388,0.099064,0.147864,322.174988,-11.725,4.34,nan,nan
1888715,-0.682224,0.0854,0.142496,320.407501,-11.1125,3.815,nan,nan
1888725,-0.677588,0.104676,0.153232,319.147491,-10.675,3.6225,nan,nan
1888735,-0.684908,0.112728,0.15494,318.184998,-10.4475,3.3425,nan,nan
1888745,-0.682224,0.099552,0.1464,317.975006,-10.1325,3.08,nan,nan
1888755,-0.674904,0.109556,0.151524,317.502502,-9.5725,2.5025,nan,nan
1888765,-0.677832,0.102236,0.14884,316.242493,-8.9775,1.9075,nan,nan
1888775,-0.681492,0.11956,0.1586,315.734985,-8.715,1.7675,nan,nan
1888785,-0.676612,0.095404,0.15616,315.630005,-8.925,1.3125,nan,nan
1888795,-0.67344,0.092964,0.162016,315.315002,-8.2775,0.5425,nan,nan
1888805,-0.670024,0.08906,0.142496,314.247498,-7.42,0.2975,nan,nan
1888815,-0.665876,0.088328,0.136396,313.075012,-7.0525,-0.105,nan,nan
1888825,-0.661972,0.080764,0.144448,311.779999,-6.8075,-0.385,nan,nan
1888835,-0.672952,0.0793,0.137128,310.362488,-7.28,-0.245,nan,nan
1888845,-0.661972,0.061,0.137616,310.607513,-7.1925,0.0875,nan,nan
1888855,-0.669048,0.055876,0.139568,310.642487,-7.385,0.3675,nan,nan
1888865,-0.66368,0.040504,0.129808,309.714996,-7.2625,1.6625,nan,nan
1888875,-0.670268,0.057584,0.132004,309.154999,-6.6325,2.8525,nan,nan
1888885,-0.690276,0.079544,0.134688,308.82251,-7.1575,3.9375,nan,nan
1888895,-0.690276,0.089792,0.132492,308.035004,-7.1575,4.9175,nan,nan
1888905,-0.68686,0.10492,0.13298,307.160004,-6.1425,4.865,nan,nan
1888915,-0.682468,0.100528,0.132248,306.617493,-5.2675,4.795,nan,nan
1888925,-0.676856,0.095648,0.133712,306.179993,-4.9,4.34,nan,nan
1888935,-0.65636,0.123708,0.139568,305.269989,-5.7575,2.7825,nan,nan
1888945,-0.66246,0.132248,0.133712,305.095001,-6.0725,2.8525,nan,nan
1888955,-0.652212,0.11224,0.109068,304.290009,-5.74,2.45,nan,nan
1888965,-0.655628,0.10248,0.126392,302.452515,-6.79,1.575,nan,nan
1888975,-0.660752,0.071004,0.111752,301.315002,-6.5625,-0.28,nan,nan
1888985,-0.669048,0.070272,0.12566,299.880005,-6.825,-1.4525,nan,nan
1888995,-0.681248,0.067344,0.149328,299.040009,-7.385,-1.8725,nan,nan
1889005,-0.653676,0.066124,0.124928,298.445007,-7.91,-1.75,nan,nan
1889015,-0.648552,0.081008,0.108092,298.952515,-8.0325,-1.12,nan,nan
1889025,-0.636352,0.07686,0.096136,298.130005,-8.68,0.07,nan,nan
1889035,-0.64538,0.074176,0.108092,297.359985,-9.6425,1.1025,nan,nan
1889045,-0.642208,0.086864,0.11834,296.100006,-10.815,2.1875,nan,nan
1889055,-0.644892,0.082228,0.126636,295.890015,-11.83,3.01,nan,nan
1889065,-0.626348,0.073444,0.126148,294.420013,-12.215,4.5325,nan,nan
1889075,-0.633668,0.077592,0.115168,294.38501,-12.18,4.3575,nan,nan
1889085,-0.636352,0.085156,0.105164,292.880005,-11.1825,3.6925,nan,nan
1889095,-0.61366,0.106384,0.12688,291.795013,-10.5525,3.1675,nan,nan
1889105,-0.613416,0.112484,0.121756,290.570007,-10.955,2.1525,nan,nan
1889115,-0.616344,0.105408,0.1159,290.237488,-11.06,0.84,nan,nan
1889125,-0.62098,0.096136,0.108336,289.362488,-10.9375,-0.4025,nan,nan
1889135,-0.601216,0.103456,0.11956,287.875,-11.2525,-0.9625,nan,nan
1889145,-0.62708,0.073932,0.122732,288.119995,-11.3575,-1.3125,nan,nan
1889155,-0.625128,0.04026,0.13054,286.387512,-10.955,-0.945,nan,nan
1889165,-0.609756,0.068076,0.140788,285.320007,-10.4825,-0.7,nan,nan
1889175,-0.617564,0.08662,0.148596,285.6875,-10.0625,0.2625,nan,nan
1889185,-0.607316,0.088328,0.143228,285.459991,-9.45,0.735,nan,nan
1889195,-0.60024,0.092476,0.1403,285.600006,-8.1025,1.7325,nan,nan
1889205,-0.599508,0.0793,0.146156,285.932495,-7.4375,1.4175,nan,nan
1889215,-0.589504,0.061244,0.141276,286.142487,-7.1925,0.1925,nan,nan
1889225,-0.592188,0.074908,0.127612,285.144989,-7.1925,-0.2625,nan,nan
1889235,-0.598288,0.073932,0.138348,285.214996,-7.1925,-0.245,nan,nan
1889245,-0.593164,0.073932,0.137616,284.987488,-6.055,-0.1925,nan,nan
1889255,-0.561444,0.073444,0.134688,284.339996,-4.6375,0.2625,nan,nan
1889265,-0.619516,0.077104,0.120536,283.920013,-3.3425,0.2975,nan,nan
1889275,-0.585112,0.105408,0.082228,283.517487,-1.7675,0.4025,nan,nan
1889285,-0.55876,0.126148,0.080764,282.904999,-1.9075,0.28,nan,nan
1889295,-0.548756,0.084912,0.060024,283.045013,-2.5725,-0.49,nan,nan
1889305,-0.565348,0.073688,0.044652,282.152496,-2.415,-1.295,nan,nan
1889315,-0.567056,0.053436,0.051728,281.679993,-2.52,-1.6975,nan,nan
1889325,-0.576572,0.049776,0.054656,280.192505,-3.395,-1.8375,nan,nan
1889335,-0.549244,0.066368,0.073932,278.984985,-4.095,-1.4525,nan,nan
1889345,-0.571204,0.044408,0.048312,279.089996,-5.3025,-0.8925,nan,nan
1889355,-0.540948,0.0549,0.046848,279.125,-6.405,-0.14,nan,nan
1889365,-0.532408,0.049776,0.049532,278.862488,-7.8925,0.805,nan,nan
1889375,-0.551196,0.06588,0.030256,277.445007,-9.5025,2.5375,nan,nan
1889385,-0.552904,0.038552,0.03904,277.147491,-9.9925,3.7975,nan,nan
1889395,-0.55022,0.0366,0.04026,275.432495,-11.2,4.5675,nan,nan
1889403,-0.543144,0.028792,0.037088,275.222504,-11.6725,5.1625,nan,nan
1889412,-0.542412,0.030256,0.039772,274.592499,-13.3175,6.4575,nan,nan
1889422,-0.554856,0.0427,0.045872,275.222504,-15.33,8.12,nan,nan
1889432,-0.559736,0.040748,0.074664,275.922485,-16.799999,10.78,nan,nan
1889442,-0.537288,0.044408,0.08784,275.362488,-16.485001,11.5675,nan,nan
1889452,-0.560956,0.059536,0.096136,273.839996,-16.047501,11.5675,nan,nan
1889462,-0.548268,0.073932,0.090524,273.48999,-15.085,11.445,nan,nan
1889468,-0.554856,0.060512,0.088572,272.929993,-14.5425,11.0775,nan,nan
1889478,-0.53314,0.079788,0.09638,271.757507,-13.5625,10.5875,nan,nan
1889488,-0.537532,0.087108,0.100528,270.462494,-12.74,9.7125,nan,nan
1889498,-0.532652,0.102968,0.1037,269.954987,-12.215,8.575,nan,nan
1889508,-0.529724,0.105408,0.099064,269.44751,-11.235,7.3325,nan,nan
1889518,-0.523624,0.095648,0.094184,267.890015,-9.8,4.935,nan,nan
1889528,-0.529236,0.10492,0.108824,267.347504,-9.0825,3.4825,nan,nan
1889534,-0.520696,0.101016,0.079544,267.032501,-8.5925,2.8175,nan,nan
1889543,-0.513132,0.107116,0.069296,265.790009,-8.1375,1.1725,nan,nan
1889553,-0.5185,0.0915,0.076128,265.649994,-7.5425,-0.77,nan,nan
1889563,-0.537044,0.078812,0.075884,265.684998,-7.77,-2.1525,nan,nan
1889573,-0.50142,0.073444,0.082228,265.107513,-8.785,-3.465,nan,nan
1889583,-0.499468,0.055876,0.075884,263.899994,-9.9925,-4.1475,nan,nan
1889593,-0.506788,0.039772,0.07686,262.832489,-10.4825,-4.865,nan,nan
1889603,-0.490196,0.031476,0.07442,261.554993,-11.41,-5.04,nan,nan
1889613,-0.489464,0.038308,0.064172,259.332489,-12.81,-3.8675,nan,nan
1889623,-0.48434,0.038064,0.092476,259.420013,-13.58,-2.2225,nan,nan
1889633,-0.485072,0.033672,0.091012,258.5625,-14.49,-1.085,nan,nan
1889643,-0.49532,0.032452,0.105164,258.720001,-15.47,0.175,nan,nan
1889653,-0.498492,0.013664,0.106872,258.07251,-16.1875,1.1725,nan,nan
1889663,-0.487024,0.012932,0.111508,257.19751,-16.17,2.415,nan,nan
1889673,-0.503128,0.04392,0.121024,255.919998,-16.1,3.745,nan,nan
1889683,-0.476532,0.03782,0.115656,255.009995,-16.0825,4.2,nan,nan
1889693,-0.463356,0.029524,0.130052,254.502502,-16.1175,5.11,nan,nan
1889703,-0.48556,0.050264,0.126636,253.697495,-15.785,5.705,nan,nan
1889713,-0.500688,0.041724,0.141276,253.505005,-13.2825,7.5775,nan,nan
1889723,-0.52704,0.079788,0.164456,253.452499,-8.715,7.9975,nan,nan
1889733,-0.472872,0.047336,0.10126,253.522507,-5.3375,7.175,nan,nan
1889743,-0.457988,0.061976,0.104188,252.839996,-4.585,6.265,nan,nan
1889753,-0.469944,0.05978,0.100284,252.297501,-4.0075,5.8275,nan,nan
1889763,-0.469456,0.071004,0.083204,252.244995,-3.535,5.355,nan,nan
1889773,-0.460672,0.075396,0.086132,252.419998,-3.15,4.585,nan,nan
1889783,-0.472628,0.074664,0.07198,252.139999,-3.5525,3.7625,nan,nan
1889793,-0.448472,0.067832,0.070272,251.177505,-3.9375,3.15,nan,nan
1889803,-0.439932,0.060512,0.068564,249.690002,-4.025,2.59,nan,nan
1889813,-0.44286,0.072712,0.074176,248.639999,-4.48,2.38,nan,nan
1889823,-0.460916,0.059292,0.059048,248.552505,-4.27,2.24,nan,nan
1889833,-0.456768,0.068808,0.056608,248.167496,-4.13,1.995,nan,nan
1889843,-0.438468,0.087108,0.061244,247.852493,-4.3575,1.575,nan,nan
1889856,-0.425048,0.061732,0.03904,247.222504,-4.865,1.2775,nan,nan
1889866,-0.44774,0.079788,0.007564,246.434998,-6.195,1.085,nan,nan
1889876,-0.43188,0.07686,-0.00488,245.752502,-9.975,-0.35,nan,nan
1889886,-0.430416,0.046604,0.062708,244.387497,-13.8775,-1.75,nan,nan
1889896,-0.431392,0.035624,0.052216,244.509995,-14.7175,-2.3625,nan,nan
1889906,-0.4209,0.030744,0.03904,243.862503,-15.12,-2.24,nan,nan
1889916,-0.426512,0.035868,0.042944,242.672501,-15.3125,-1.9075,nan,nan
1889926,-0.42822,0.0183,0.055144,241.867493,-15.5925,-1.6625,nan,nan
1889936,-0.438712,0.01342,0.064172,241.342499,-16.432501,-1.4175,nan,nan
1889946,-0.40504,0.018544,0.067344,240.432495,-17.290001,-0.91,nan,nan
1889956,-0.409188,0.008784,0.076128,239.889999,-17.85,4.2,nan,nan
1889966,-0.405772,0.00976,0.08052,239.259995,-19.5825,1.47,nan,nan
1889976,-0.406016,0.017568,0.096868,239.592499,-20.440001,3.01,nan,nan
1889986,-0.447252,0.02684,0.121268,238.227493,-20.51,3.92,nan,nan
1889996,-0.463844,0.022204,0.180316,236.897507,-18.252501,4.585,nan,nan
1890006,-0.437004,0.00488,0.177388,236.634995,-12.215,5.6875,nan,nan
1890016,-0.444324,-0.00244,0.119804,236.179993,-8.365,8.82,nan,nan
1890026,-0.41846,0.043676,0.120048,234.815002,-6.7025,11.0075,nan,nan
1890036,-0.41968,0.035868,0.126392,234.220001,-4.655,10.5175,nan,nan
1890046,-0.40992,0.052216,0.108336,233.782501,-3.2375,10.0975,nan,nan
1890056,-0.414068,0.045628,0.106384,233.327499,-1.4525,9.4675,nan,nan
1890066,-0.405528,0.040992,0.094672,231.875,0.735,7.7875,nan,nan
1890076,-0.401136,0.060268,0.092964,231.804993,1.5575,6.755,nan,nan
1890086,-0.41236,0.049776,0.092964,231.647507,2.59,6.125,nan,nan
1890096,-0.401624,0.043188,0.075152,230.125,3.6575,5.7575,nan,nan
1890106,-0.412116,0.044896,0.06466,229.022507,4.6375,5.25,nan,nan
1890116,-0.4026,0.059536,0.062708,228.759995,5.5125,4.865,nan,nan
1890126,-0.394548,0.050264,0.050264,229.407501,6.475,4.76,nan,nan
1890136,-0.381128,0.047824,0.048312,229.845001,6.7725,4.83,nan,nan
1890146,-0.376492,0.022692,0.03172,229.039993,6.965,4.8475,nan,nan
1890156,-0.38552,0.017568,0.033184,228.725006,7.1225,6.335,nan,nan
1890166,-0.376736,0.126392,-0.059292,230.020004,5.8275,4.7425,nan,nan
1890176,-0.366244,0.067588,-0.061,228.567505,-0.8225,-0.875,nan,nan
1890186,-0.359656,0.004636,-0.010248,227.412506,-6.8425,-1.155,nan,nan
1890196,-0.381372,0.052948,0.023912,227.657501,-8.82,0.0175,nan,nan
1890206,-0.355752,0.038796,0.020008,227.447495,-9.94,0.3325,nan,nan
1890216,-0.368684,0.045628,0.023424,227.097504,-11.27,1.0325,nan,nan
1890226,-0.376736,0.052948,0.033184,226.554993,-12.1625,1.33,nan,nan
1890236,-0.366732,0.026108,0.042212,226.257507,-13.2825,1.6625,nan,nan
1890246,-0.361608,0.032696,0.049044,225.960007,-14.0525,2.52,nan,nan
1890256,-0.361364,0.0305,0.05368,224.892502,-14.7,2.94,nan,nan
1890266,-0.348188,0.03416,0.054168,223.369995,-15.61,3.955,nan,nan
1890276,-0.357948,0.04636,0.060512,223.195007,-16.275,4.725,nan,nan
1890286,-0.365024,0.044652,0.08418,222.792496,-16.135,4.6725,nan,nan
1890296,-0.379908,0.052704,0.089304,223.300003,-14.9975,4.69,nan,nan
1890306,-0.375516,0.02684,0.086376,223.300003,-13.615,4.865,nan,nan
1890316,-0.372344,0.046604,0.091256,222.932495,-12.215,5.1975,nan,nan
1890326,-0.366732,0.0366,0.099308,222.985001,-10.885,5.04,nan,nan
1890336,-0.354044,0.037088,0.091988,221.777496,-9.8525,5.005,nan,nan
1890346,-0.347212,0.044164,0.090768,220.587494,-9.0125,5.0225,nan,nan
1890356,-0.346968,0.050508,0.087352,219.957504,-8.1025,4.8825,nan,nan
1890366,-0.345504,0.06222,0.098332,218.785004,-6.685,3.5875,nan,nan
1890376,-0.342088,0.055632,0.100772,218.294998,-5.3025,2.5025,nan,nan
1890386,-0.371856,0.061732,0.092964,218.242493,-3.99,1.575,nan,nan
1890395,-0.354044,0.059292,0.081008,218.050003,-2.9225,0.5075,nan,nan
1890405,-0.3477,0.054168,0.08296,218.014999,-2.415,-0.6475,nan,nan
1890415,-0.342088,0.057096,0.083448,217.752502,-2.0125,-1.7325,nan,nan
1890425,-0.341112,0.044408,0.087108,217.227493,-1.575,-2.7825,nan,nan
1890435,-0.345992,0.046848,0.079544,216.160004,-1.26,-3.7625,nan,nan
1890445,-0.331108,0.044896,0.076372,215.477493,-1.155,-4.3925,nan,nan
1890455,-0.323056,0.050508,0.061732,214.865005,-1.1375,-4.6725,nan,nan
1890465,-0.315736,0.030256,0.055632,214.445007,-1.2425,-5.005,nan,nan
1890475,-0.335744,0.024644,0.060268,213.990005,-2.135,-5.1275,nan,nan
1890485,-0.326228,0.02318,0.059048,213.044998,-2.8525,-4.8825,nan,nan
1890495,-0.3172,0.030744,0.060512,212.257507,-3.43,-4.655,nan,nan
1890505,-0.31964,0.031232,0.062464,212.047501,-4.2175,-4.3225,nan,nan
1890515,-0.31598,0.031476,0.061244,211.3125,-4.76,-3.78,nan,nan
1890525,-0.306952,0.020252,0.060756,210.524994,-5.0575,-3.185,nan,nan
1890535,-0.316468,0.022692,0.05612,210.139999,-5.1975,-2.555,nan,nan
1890545,-0.318176,0.0122,0.043188,210.017502,-4.5675,-2.2925,nan,nan
1890555,-0.320128,0.019032,0.05734,209.387497,-4.97,-1.5225,nan,nan
1890565,-0.310368,0.01952,0.055876,208.914993,-4.83,-1.0675,nan,nan
1890575,-0.298168,0.020984,0.060024,209.177505,-4.795,-0.7,nan,nan
1890585,-0.309392,0.023424,0.063196,209.020004,-5.0225,-0.07,nan,nan
1890595,-0.304756,0.021472,0.05856,208.600006,-5.495,0.4725,nan,nan
1890605,-0.295484,0.016592,0.060268,207.654999,-5.74,0.7175,nan,nan
1890615,-0.290848,0.018788,0.054656,207.147507,-6.0025,1.3125,nan,nan
1890625,-0.292068,0.022692,0.05002,206.535004,-6.2825,1.33,nan,nan
1890635,-0.297924,0.029524,0.05246,206.255005,-6.4225,1.4175,nan,nan
1890645,-0.29158,0.022936,0.058072,205.625,-6.475,1.26,nan,nan
1890655,-0.288652,0.015616,0.053192,204.925003,-6.4575,1.295,nan,nan
1890665,-0.288164,0.023424,0.051728,204.225006,-6.4225,1.33,nan,nan
1890675,-0.299388,0.018788,0.053924,203.910004,-6.7725,0.9975,nan,nan
1890685,-0.283528,0.030256,0.056364,202.772507,-6.895,0.9275,nan,nan
1890695,-0.288408,0.034404,0.064416,201.827499,-6.8775,1.5575,nan,nan
1890705,-0.293776,0.035868,0.064416,201.285004,-6.58,1.6275,nan,nan
1890715,-0.291092,0.035624,0.05734,200.479996,-6.3,1.47,nan,nan
1890725,-0.2745,0.035136,0.047336,200.270004,-5.95,1.4,nan,nan
1890735,-0.275232,0.047092,0.045872,199.955002,-5.9325,1.12,nan,nan
1890745,-0.278892,0.040016,0.037576,199.710007,-5.6525,0.875,nan,nan
1890755,-0.284992,0.04026,0.037576,199.027496,-5.46,0.56,nan,nan
1890765,-0.279624,0.032696,0.032452,198.520004,-5.6875,0.315,nan,nan
1890775,-0.277916,0.041724,0.03416,198.502502,-6.055,0.28,nan,nan
1890785,-0.281088,0.042944,0.036844,198.589996,-6.5975,0.28,nan,nan
1890795,-0.268156,0.02928,0.034648,198.1875,-7.35,0.3325,nan,nan
1890805,-0.271328,0.040504,0.025864,197.225006,-8.015,0.035,nan,nan
1890815,-0.261324,0.040992,0.033916,196.682495,-8.925,-0.3325,nan,nan
1890825,-0.258396,0.03172,0.033672,196.279999,-10.08,-0.6475,nan,nan
1890835,-0.256688,0.0305,0.035624,195.912506,-10.7625,-0.5775,nan,nan
1890845,-0.25986,0.029036,0.041236,195.492493,-11.375,-0.4725,nan,nan
1890855,-0.259128,0.014152,0.039772,194.897507,-11.7775,-0.6125,nan,nan
1890865,-0.26108,0.022448,0.038308,194.389999,-12.32,-0.35,nan,nan
1890875,-0.25498,0.027816,0.04026,193.707504,-12.845,0.035,nan,nan
1890885,-0.268888,0.030744,0.042944,193.095001,-13.2475,0.3675,nan,nan
1890895,-0.264252,0.026596,0.04636,192.307495,-13.37,0.945,nan,nan
1890905,-0.260104,0.026596,0.046848,192.184998,-13.4925,1.33,nan,nan
1890915,-0.252052,0.02562,0.040504,191.764999,-13.3,1.26,nan,nan
1890925,-0.259372,0.0305,0.059536,190.872498,-12.9325,1.3475,nan,nan
1890935,-0.25986,0.033184,0.060756,190.470001,-12.6525,1.4875,nan,nan
1890945,-0.254004,0.02928,0.05978,190.014999,-12.355,1.5925,nan,nan
1890955,-0.246928,0.0244,0.053436,189.139999,-11.6375,1.89,nan,nan
1890965,-0.249124,0.028304,0.051728,188.195007,-11.0425,1.9775,nan,nan
1890975,-0.252784,0.0305,0.062708,187.845001,-10.4125,1.96,nan,nan
1890985,-0.258152,0.032452,0.061488,187.145004,-9.7475,1.855,nan,nan
1890995,-0.251076,0.032452,0.058804,186.8125,-8.995,1.8025,nan,nan
1891005,-0.246928,0.029768,0.048556,186.410004,-8.19,1.575,nan,nan
1891015,-0.256444,0.024156,0.05612,186.042496,-7.5775,0.875,nan,nan
1891025,-0.254004,0.01952,0.055876,185.797501,-7.21,0.2275,nan,nan
1891035,-0.244732,0.027572,0.052216,185.429993,-6.86,-0.1575,nan,nan
1891045,-0.241316,0.030744,0.055388,185.0625,-6.615,-0.5425,nan,nan
1891055,-0.238876,0.030988,0.0488,184.695007,-6.44,-0.7875,nan,nan
1891065,-0.237168,0.028792,0.0427,184.572495,-6.0375,-1.0325,nan,nan
1891075,-0.243268,0.026108,0.044896,184.467499,-5.6,-1.1725,nan,nan
1891085,-0.238876,0.013908,0.048312,184.1875,-5.495,-1.1025,nan,nan
1891095,-0.228872,0.022204,0.043676,183.522507,-5.25,-0.9975,nan,nan
1891105,-0.236924,0.0183,0.03538,183.399994,-5.11,-0.9975,nan,nan
1891115,-0.234484,0.01342,0.034892,182.822495,-5.0575,-0.8225,nan,nan
1891125,-0.226676,0.01586,0.042212,181.860001,-5.145,-0.7525,nan,nan
1891135,-0.223992,0.009028,0.04392,181.475006,-5.4425,-0.7175,nan,nan
1891145,-0.223992,0.017812,0.042944,181.160004,-5.5125,-0.5425,nan,nan
1891155,-0.2257,0.008052,0.039284,181.457504,-5.5825,-0.35,nan,nan
1891165,-0.230824,-0.000976,0.04514,181.422501,-5.4775,-0.175,nan,nan
1891175,-0.222528,0.005856,0.0427,180.862503,-5.5825,0.14,nan,nan
1891185,-0.222528,0.004636,0.04758,179.830002,-5.8625,0.3675,nan,nan
1891195,-0.223992,0.004148,0.052216,179.007507,-6.1425,0.5775,nan,nan
1891205,-0.216428,0.000244,0.049776,178.184998,-6.475,1.2425,nan,nan
1891215,-0.20618,0.005612,0.045628,177.800003,-6.37,1.5925,nan,nan
1891225,-0.20618,0.003416,0.04514,177.449997,-6.58,1.645,nan,nan
1891235,-0.211548,0.000488,0.050508,176.960007,-7.1575,1.5575,nan,nan
1891245,-0.219844,-0.000244,0.051728,176.557495,-7.455,1.7325,nan,nan
1891255,-0.21716,0.004148,0.061,175.979996,-7.175,1.7675,nan,nan
1891265,-0.227164,-0.006588,0.06954,175.752502,-6.2125,1.9425,nan,nan
1891275,-0.224968,-0.006588,0.076128,175.787506,-4.55,2.5375,nan,nan
1891285,-0.221796,-0.014396,0.062464,176.417496,-2.6775,3.6225,nan,nan
1891295,-0.210084,-0.000244,0.04514,176.557495,-2.135,4.9,nan,nan
1891305,-0.205204,0.002684,0.045628,175.822495,-1.9075,5.1625,nan,nan
1891315,-0.20252,0.006588,0.047824,175.350006,-1.6275,5.5125,nan,nan
1891325,-0.202032,0.009028,0.049044,175.4375,-1.295,5.74,nan,nan
1891335,-0.197396,0.0183,0.040992,175.297501,-1.2075,6.0375,nan,nan
1891345,-0.194712,0.004148,0.039284,175.244995,-1.155,6.265,nan,nan
1891355,-0.195932,0.006832,0.036356,174.737503,-1.12,6.545,nan,nan
1891365,-0.200324,0.013664,0.038064,174.492493,-0.945,6.4575,nan,nan
1891375,-0.194468,0.016104,0.038796,174.282501,-0.84,6.23,nan,nan
1891385,-0.19276,0.022448,0.034892,173.845001,-0.91,5.67,nan,nan
1891395,-0.193492,0.012444,0.026596,173.634995,-1.3125,5.215,nan,nan
1891405,-0.192028,0.016836,0.0244,172.830002,-2.0825,5.0225,nan,nan
1891415,-0.195444,0.013908,0.028792,172.287506,-2.3975,4.8475,nan,nan
1891425,-0.193736,0.014884,0.033672,171.710007,-2.59,4.515,nan,nan
1891435,-0.187636,0.011224,0.031476,171.429993,-2.625,4.4975,nan,nan
1891445,-0.179828,0.00976,0.020984,170.957504,-2.8525,4.725,nan,nan
1891455,-0.180072,0.011224,0.0183,170.467499,-3.5175,4.7075,nan,nan
1891465,-0.184708,0.000488,0.019276,170.047501,-4.1825,4.9175,nan,nan
1891475,-0.183732,0.01464,0.025864,169.522507,-4.4625,5.075,nan,nan
1891485,-0.189832,0.01464,0.027328,168.945007,-4.7075,4.97,nan,nan
1891495,-0.191296,0.015616,0.025132,168.419998,-4.7075,4.4275,nan,nan
1891505,-0.177388,0.011468,0.020984,167.929993,-5.4075,3.3775,nan,nan
1891515,-0.172996,0.00122,0.024644,167.597504,-6.0025,3.2725,nan,nan
1891525,-0.179584,0.003904,0.026352,167.089996,-6.5975,3.3775,nan,nan
1891535,-0.177144,0,0.023668,166.6875,-7.07,3.465,nan,nan
1891545,-0.173728,-0.004392,0.021472,166.022507,-7.6125,3.99,nan,nan
1891555,-0.173484,-0.009516,0.021716,165.322495,-8.3475,4.76,nan,nan
1891565,-0.172508,-0.000488,0.031476,164.360001,-8.8725,5.6175,nan,nan
1891575,-0.173484,-0.001464,0.032452,163.362503,-9.03,6.2475,nan,nan
1891585,-0.171776,0.001708,0.038308,162.820007,-8.9425,6.545,nan,nan
1891595,-0.177144,0.008296,0.040504,162.119995,-8.645,6.72,nan,nan
1891605,-0.173728,0.002928,0.0366,161.455002,-8.47,6.9825,nan,nan
1891615,-0.172752,0.007564,0.038064,161.559998,-8.33,7.21,nan,nan
1891625,-0.171288,0.001464,0.038308,161.4375,-8.26,7.56,nan,nan
1891631,-0.170556,0.005612,0.038552,161.332504,-8.19,7.7875,nan,nan
1891641,-0.172508,0.004636,0.045384,160.895004,-8.015,8.1375,nan,nan
1891651,-0.171044,0.006588,0.042456,160.300003,-7.595,8.3825,nan,nan
1891661,-0.174948,0.00976,0.045384,159.512497,-7.2275,8.47,nan,nan
1891671,-0.1708,0.011224,0.047824,159.039993,-6.7725,8.575,nan,nan
1891681,-0.170312,0.013176,0.047092,158.445007,-6.23,8.6625,nan,nan
1891691,-0.170556,0.016104,0.050752,157.797501,-5.075,8.68,nan,nan
1891701,-0.171532,0.021716,0.051728,157.149994,-4.1825,8.3475,nan,nan
1891711,-0.1708,0.018544,0.050264,156.729996,-3.2375,7.7875,nan,nan
1891721,-0.166408,0.021716,0.044896,156.502502,-2.4675,7.385,nan,nan
1891731,-0.161772,0.019764,0.047092,155.960007,-1.8725,6.895,nan,nan
1891741,-0.169092,0.020252,0.047336,155.627502,-1.365,6.37,nan,nan
1891751,-0.164456,0.023424,0.046116,155.137497,-0.77,5.985,nan,nan
1891761,-0.154208,0.02562,0.04392,154.839996,-0.2975,5.5125,nan,nan
1891771,-0.155184,0.020008,0.040016,154.297501,0.035,4.9875,nan,nan
1891781,-0.15616,0.020008,0.040992,153.807495,0.735,4.4625,nan,nan
1891791,-0.155428,0.01952,0.038796,153.177505,0.9275,3.815,nan,nan
1891801,-0.149816,0.020008,0.034648,152.634995,1.2075,3.1675,nan,nan
