timestamp,Datetime,Lon,Lat,height,accuracy_horiz,accuracy_vertical,VelN,VelE,vel_down,Invalid,fix_valid
666,2023-11-12T15:31:40Z,40.388283,-87.510208,222.382004,1.748,1.557,-0.123,0.013,-0.199,0,1
1543,2023-11-12T15:31:41Z,40.388287,-87.510208,222.380997,1.412,1.318,0.076,0.004,0.202,0,1
2499,2023-11-12T15:31:42Z,40.388279,-87.510201,222.781006,1.247,1.301,0.335,-0.079,0.947,0,1
3541,2023-11-12T15:31:43Z,40.388275,-87.510201,223.104004,1.18,1.348,-0.055,0.108,-0.283,0,1
4509,2023-11-12T15:31:44Z,40.388271,-87.510208,223.587006,1.11,1.361,0.104,-0.024,0.196,0,1
5827,2023-11-12T15:31:45Z,40.388268,-87.510208,223.985001,1.068,1.365,0.049,0.063,0.039,0,1
7458,2023-11-12T15:31:46Z,40.388268,-87.510208,224.600006,1.095,1.378,0.009,0.04,-0.027,0,1
8500,2023-11-12T15:31:48Z,40.388268,-87.510216,224.460999,0.992,1.256,-0.048,0.05,-0.111,0,1
9473,2023-11-12T15:31:49Z,40.388271,-87.510216,223.5,0.927,1.177,0.043,-0.055,-0.025,0,1
10670,2023-11-12T15:31:50Z,40.388271,-87.510216,223.513,0.865,1.119,0.049,-0.005,0.068,0,1
11766,2023-11-12T15:31:51Z,40.388271,-87.510208,223.501007,0.789,1.046,0.385,0.131,0.093,0,1
13353,2023-11-12T15:31:52Z,40.388279,-87.510201,223.139999,0.854,1.077,0.702,-0.058,0.52,0,1
14620,2023-11-12T15:31:54Z,40.388287,-87.510223,222.917007,0.84,1.125,-0.017,-0.928,-0.264,0,1
15617,2023-11-12T15:31:55Z,40.388287,-87.510223,223.462006,0.997,1.253,0.255,-0.243,-0.303,0,1
16599,2023-11-12T15:31:56Z,40.388287,-87.510231,222.938995,0.922,1.216,0.323,-0.157,0.176,0,1
17707,2023-11-12T15:31:57Z,40.388287,-87.510231,222.703003,0.895,1.206,0.154,0.08,0.087,0,1
19435,2023-11-12T15:31:58Z,40.388287,-87.510231,222.356995,0.867,1.155,-0.01,-0.053,0.032,0,1
20543,2023-11-12T15:32:0Z,40.388287,-87.510231,221.145004,0.781,1.054,0.218,0.04,0.185,0,1
21718,2023-11-12T15:32:1Z,40.38829,-87.510231,220.677994,0.756,1.004,-0.044,-0.159,0.21,0,1
22698,2023-11-12T15:32:2Z,40.38829,-87.510239,220.404999,0.728,0.961,0.009,-0.084,0.187,0,1
24484,2023-11-12T15:32:3Z,40.38829,-87.510239,220.522003,0.798,0.982,0.21,0.19,-0.419,0,1
25592,2023-11-12T15:32:5Z,40.38829,-87.510246,220.488007,0.776,1.042,0.246,-0.464,0.825,0,1
26552,2023-11-12T15:32:6Z,40.38829,-87.510246,220.462006,0.756,1.035,0.182,0.058,0.023,0,1
27918,2023-11-12T15:32:7Z,40.38829,-87.510246,220.412003,0.74,1.022,0.01,0.129,0.156,0,1
29818,2023-11-12T15:32:8Z,40.388294,-87.510246,220.412994,0.74,1.062,0.002,0.082,-0.157,0,1
30584,2023-11-12T15:32:10Z,40.388294,-87.510246,220.195999,0.788,1.112,-0.561,0.04,-0.806,0,1
31536,2023-11-12T15:32:11Z,40.38829,-87.510239,220.044006,0.824,1.141,0.153,0.043,0.54,0,1
32571,2023-11-12T15:32:12Z,40.38829,-87.510239,219.826004,0.846,1.159,0.268,-0.009,0.171,0,1
33856,2023-11-12T15:32:13Z,40.388294,-87.510239,219.893005,0.837,1.138,0.032,-0.002,0.024,0,1
35840,2023-11-12T15:32:14Z,40.388294,-87.510239,220.044006,0.97,1.263,-0.173,0.096,0.04,0,1
36543,2023-11-12T15:32:16Z,40.388294,-87.510239,220.830994,0.975,1.266,0.072,0.01,-0.005,0,1
37646,2023-11-12T15:32:17Z,40.38829,-87.510239,221.076996,0.964,1.243,0.009,-0.038,-0.093,0,1
38866,2023-11-12T15:32:18Z,40.388298,-87.510239,221.873993,0.987,1.309,-0.116,-0.024,-0.152,0,1
40441,2023-11-12T15:32:19Z,40.388294,-87.510239,221.623001,0.924,1.27,-0.021,0.065,0.026,0,1
41639,2023-11-12T15:32:21Z,40.388287,-87.510239,220.173996,1.075,1.439,-0.007,0.012,0.063,0,1
42669,2023-11-12T15:32:22Z,40.388287,-87.510239,219.046997,1.045,1.361,0.041,0.06,0.39,0,1
43626,2023-11-12T15:32:23Z,40.388287,-87.510231,218.541,1.017,1.32,-0.053,0.081,-0.074,0,1
44992,2023-11-12T15:32:24Z,40.388283,-87.510231,219.289001,0.955,1.257,-0.048,0.045,0.055,0,1
46915,2023-11-12T15:32:25Z,40.388287,-87.510223,219.296005,0.96,1.228,0.005,0.126,0.046,0,1
48054,2023-11-12T15:32:27Z,40.388287,-87.510223,219.692001,0.876,1.096,-0.1,0.082,-0.14,0,1
49141,2023-11-12T15:32:28Z,40.388287,-87.510223,219.843994,0.791,1.018,-0.049,0.093,-0.141,0,1
50266,2023-11-12T15:32:29Z,40.38829,-87.510223,220.147003,0.767,0.97,0.043,0.001,0.063,0,1
52004,2023-11-12T15:32:30Z,40.388287,-87.510223,220.985992,0.775,0.992,-0.192,0.027,0.05,0,1
53123,2023-11-12T15:32:32Z,40.388294,-87.510223,220.996994,0.903,1.191,0.046,-0.055,-0.027,0,1
54083,2023-11-12T15:32:33Z,40.388302,-87.510223,222.039001,0.962,1.24,0.329,-0.032,-0.002,0,1
55045,2023-11-12T15:32:34Z,40.388302,-87.510216,222.016006,0.806,1.066,0.052,-0.019,0.008,0,1
56402,2023-11-12T15:32:35Z,40.388302,-87.510223,221.574997,0.9,1.136,-0.194,0.154,-0.363,0,1
58397,2023-11-12T15:32:37Z,40.388302,-87.510216,221.917999,1.136,1.397,0.215,-0.086,0.159,0,1
59520,2023-11-12T15:32:39Z,40.388306,-87.510223,221.330994,1.219,1.651,-0.256,-0.033,-0.405,0,1
60560,2023-11-12T15:32:40Z,40.388309,-87.510223,221.772003,1.224,1.644,0.152,-0.045,0.463,0,1
61771,2023-11-12T15:32:41Z,40.388302,-87.510216,220.386002,1.035,1.383,-0.246,0.091,-0.402,0,1
63574,2023-11-12T15:32:42Z,40.388298,-87.510216,220.089996,0.982,1.281,0.152,0.102,-0.358,0,1
64542,2023-11-12T15:32:44Z,40.38829,-87.510216,218.891006,0.985,1.237,-0.021,0.026,0.416,0,1
65575,2023-11-12T15:32:45Z,40.388287,-87.510216,218.468994,0.969,1.237,-0.079,-0.133,-0.472,0,1
66765,2023-11-12T15:32:46Z,40.388287,-87.510216,218.559006,1.003,1.321,-0.07,-0.143,-1.043,0,1
68521,2023-11-12T15:32:47Z,40.388287,-87.510216,218.326996,1.038,1.308,-0.059,0.018,0.004,0,1
69546,2023-11-12T15:32:49Z,40.388279,-87.510223,218.412994,1.122,1.285,0.057,-0.144,0.325,0,1
70584,2023-11-12T15:32:50Z,40.388271,-87.510223,218.367004,1.004,1.141,-0.142,0.033,-0.197,0,1
71697,2023-11-12T15:32:51Z,40.388275,-87.510216,218.490997,0.938,1.052,-0.076,0.105,-0.473,0,1
72825,2023-11-12T15:32:52Z,40.388283,-87.510216,219.320007,0.892,0.998,-0.157,0.132,-0.449,0,1
75067,2023-11-12T15:32:53Z,40.388283,-87.510216,219.048996,1.043,1.241,-0.275,-0.485,0.025,0,1
76098,2023-11-12T15:32:55Z,40.388287,-87.510223,219.934006,1.262,1.625,-0.068,-0.057,-0.085,0,1
77053,2023-11-12T15:32:56Z,40.388283,-87.510223,219.677002,1.241,1.598,0.115,0.052,0.181,0,1
78340,2023-11-12T15:32:57Z,40.388287,-87.510223,220.123993,1.194,1.526,-0.042,0.006,-0.027,0,1
79912,2023-11-12T15:32:58Z,40.388283,-87.510223,221.498001,3.669,2.551,-0.132,0.147,-0.184,0,1
81199,2023-11-12T15:33:0Z,40.388287,-87.510231,221.335999,2.445,2.103,-0.055,-0.031,-0.006,0,1
82003,2023-11-12T15:33:1Z,40.388287,-87.510246,221.044998,1.989,1.998,0.047,0.007,0.052,0,1
83279,2023-11-12T15:33:2Z,40.38829,-87.510246,220.824997,1.732,1.922,-0.098,-0.109,-0.047,0,1
84919,2023-11-12T15:33:3Z,40.38829,-87.510246,220.626999,1.603,1.854,-0.061,-0.069,0.09,0,1
86154,2023-11-12T15:33:5Z,40.388294,-87.510246,220.167999,1.523,1.778,-0.016,0.041,-0.018,0,1
87097,2023-11-12T15:33:6Z,40.388298,-87.510239,220.186996,1.442,1.695,-0.059,-0.049,-0.11,0,1
88045,2023-11-12T15:33:7Z,40.388298,-87.510239,220.007004,1.377,1.628,0.028,-0.083,0.213,0,1
89239,2023-11-12T15:33:8Z,40.388298,-87.510239,219.837006,1.318,1.573,0.064,-0.054,0.069,0,1
90898,2023-11-12T15:33:9Z,40.388298,-87.510231,219.740997,1.281,1.53,0.076,-0.04,0.002,0,1
92269,2023-11-12T15:33:11Z,40.388298,-87.510231,219.542999,1.276,1.488,-0.113,0.017,0.011,0,1
93053,2023-11-12T15:33:12Z,40.388298,-87.510231,219.539993,1.265,1.464,-0.066,-0.108,0.032,0,1
94275,2023-11-12T15:33:13Z,40.388298,-87.510231,219.580002,1.246,1.436,-0.031,-0.032,0.046,0,1
95924,2023-11-12T15:33:14Z,40.388298,-87.510231,219.535995,1.235,1.405,-0.058,0.065,-0.013,0,1
96944,2023-11-12T15:33:16Z,40.388302,-87.510231,219.164993,1.281,1.382,0.013,-0.026,0.158,0,1
98235,2023-11-12T15:33:17Z,40.388298,-87.510231,219.136993,1.274,1.348,-0.111,-0.057,-0.051,0,1
99029,2023-11-12T15:33:18Z,40.388298,-87.510223,219.285004,1.238,1.304,0.059,-0.025,-0.07,0,1
100298,2023-11-12T15:33:19Z,40.388294,-87.510223,219.376007,1.183,1.264,-0.08,-0.012,-0.099,0,1
101877,2023-11-12T15:33:20Z,40.388294,-87.510223,219.266998,1.171,1.237,-0.093,0.024,-0.088,0,1
103218,2023-11-12T15:33:22Z,40.388294,-87.510231,219.332993,1.745,1.669,0.107,-0.128,0.073,0,1
104019,2023-11-12T15:33:23Z,40.388298,-87.510231,218.843002,1.75,1.704,-0.02,-0.045,0.044,0,1
105373,2023-11-12T15:33:24Z,40.388302,-87.510231,218.619995,1.671,1.618,-0.02,0.048,-0.007,0,1
107609,2023-11-12T15:33:26Z,40.388306,-87.510223,218.852005,1.572,1.54,-0.009,-0.033,-0.031,0,1
108567,2023-11-12T15:33:28Z,40.388302,-87.510223,219.238007,1.759,1.619,-0.189,-0.069,0.126,0,1
109752,2023-11-12T15:33:29Z,40.388302,-87.510223,218.990005,1.883,1.614,-0.003,-0.032,0.118,0,1
110790,2023-11-12T15:33:30Z,40.388302,-87.510223,219.024002,1.853,1.577,-0.075,0.063,-0.097,0,1
112519,2023-11-12T15:33:31Z,40.388302,-87.510223,218.903,1.783,1.546,0.015,0.122,0.057,0,1
113716,2023-11-12T15:33:33Z,40.388306,-87.510223,218.955002,1.678,1.502,0,-0.056,-0.022,0,1
114820,2023-11-12T15:33:34Z,40.388306,-87.510223,219.035995,1.677,1.503,-0.202,0.092,-0.032,0,1
115672,2023-11-12T15:33:35Z,40.388309,-87.510223,219.154999,1.603,1.473,-0.106,-0.011,0.04,0,1
116812,2023-11-12T15:33:36Z,40.388313,-87.510223,219.052002,1.567,1.438,-0.045,-0.01,0.014,0,1
118454,2023-11-12T15:33:37Z,40.388309,-87.510223,219.042999,1.55,1.415,-0.046,0.006,0.052,0,1
119819,2023-11-12T15:33:39Z,40.388306,-87.510223,218.889008,1.55,1.429,0.088,-0.05,0.069,0,1
120749,2023-11-12T15:33:40Z,40.388306,-87.510223,218.934006,1.553,1.438,0.002,-0.017,-0.006,0,1
121799,2023-11-12T15:33:41Z,40.388306,-87.510223,218.973007,1.525,1.433,0.066,-0.065,-0.026,0,1
123522,2023-11-12T15:33:42Z,40.388309,-87.510223,218.815002,1.488,1.411,0.1,-0.011,0.07,0,1
124702,2023-11-12T15:33:44Z,40.388306,-87.510223,218.757996,1.408,1.356,-0.065,-0.08,0.032,0,1
125742,2023-11-12T15:33:45Z,40.388306,-87.510223,218.606003,1.404,1.365,0.103,0.058,-0.098,0,1
126673,2023-11-12T15:33:46Z,40.388306,-87.510223,218.675003,1.348,1.341,0.018,0.069,-0.04,0,1
127873,2023-11-12T15:33:47Z,40.388302,-87.510216,218.800003,1.281,1.299,-0.011,0.043,-0.082,0,1
129440,2023-11-12T15:33:48Z,40.388302,-87.510216,218.699005,1.245,1.273,0.09,0.036,0.081,0,1
130646,2023-11-12T15:33:50Z,40.388302,-87.510216,218.542007,1.22,1.252,0.036,-0.016,-0.065,0,1
131765,2023-11-12T15:33:51Z,40.388302,-87.510216,218.332001,1.214,1.252,-0.075,0.055,-0.104,0,1
132794,2023-11-12T15:33:52Z,40.388294,-87.510216,218.589005,1.175,1.234,0.017,0.05,-0.07,0,1
134569,2023-11-12T15:33:53Z,40.388294,-87.510216,218.707993,1.148,1.224,0.035,0.023,0.023,0,1
135617,2023-11-12T15:33:55Z,40.388294,-87.510216,218.358994,1.118,1.209,-0.207,-0.016,-0.075,0,1
136572,2023-11-12T15:33:56Z,40.38829,-87.510216,218.477005,1.211,1.254,-0.007,0.046,0.028,0,1
137769,2023-11-12T15:33:57Z,40.38829,-87.510223,218.464005,1.2,1.248,0.04,-0.065,-0.01,0,1
138797,2023-11-12T15:33:58Z,40.38829,-87.510223,218.613998,1.155,1.215,-0.028,-0.011,-0.002,0,1
140438,2023-11-12T15:33:59Z,40.388287,-87.510223,218.806,1.125,1.189,0.048,-0.04,-0.086,0,1
141627,2023-11-12T15:34:1Z,40.388287,-87.510223,218.522003,1.096,1.18,0.092,-0.156,0.233,0,1
142743,2023-11-12T15:34:2Z,40.38829,-87.510223,218.201996,1.113,1.207,0.024,0.094,0.452,0,1
143787,2023-11-12T15:34:3Z,40.38829,-87.510223,218.011002,1.111,1.213,0.025,-0.002,-0.005,0,1
145489,2023-11-12T15:34:4Z,40.388294,-87.510223,217.977005,1.096,1.204,0.014,-0.04,-0.121,0,1
146699,2023-11-12T15:34:6Z,40.388294,-87.510223,217.776993,1.079,1.186,-0.118,-0.027,-0.047,0,1
147577,2023-11-12T15:34:7Z,40.388294,-87.510223,217.712997,1.138,1.212,0.093,-0.003,-0.046,0,1
148843,2023-11-12T15:34:8Z,40.388294,-87.510223,217.664993,1.161,1.22,-0.071,-0.013,-0.018,0,1
149727,2023-11-12T15:34:9Z,40.388294,-87.510223,217.645004,1.187,1.213,-0.163,-0.004,-0.133,0,1
151515,2023-11-12T15:34:10Z,40.38829,-87.510216,217.623001,1.187,1.198,-0.062,-0.02,-0.091,0,1
152712,2023-11-12T15:34:12Z,40.38829,-87.510216,217.735001,1.196,1.17,0.035,-0.061,-0.328,0,1
153671,2023-11-12T15:34:13Z,40.38829,-87.510216,217.783997,1.271,1.179,-0.015,0.026,-0.097,0,1
154857,2023-11-12T15:34:14Z,40.388294,-87.510216,217.615005,1.356,1.185,0.142,0.013,0.036,0,1
157098,2023-11-12T15:34:15Z,40.388294,-87.510216,217.807999,1.307,1.162,0.163,0.026,0.187,0,1
158188,2023-11-12T15:34:17Z,40.388298,-87.510216,217.591003,1.232,1.132,-0.081,-0.001,-0.167,0,1
158998,2023-11-12T15:34:18Z,40.388302,-87.510216,217.695007,1.389,1.157,0.102,0.005,-0.018,0,1
160517,2023-11-12T15:34:19Z,40.388302,-87.510216,217.578995,1.385,1.155,0.136,0.025,-0.073,0,1
162516,2023-11-12T15:34:21Z,40.388306,-87.510216,217.406006,1.315,1.145,0.021,0.005,0.102,0,1
163796,2023-11-12T15:34:23Z,40.388306,-87.510216,217.143005,1.257,1.127,0.048,-0.005,-0.036,0,1
164644,2023-11-12T15:34:24Z,40.388306,-87.510208,217.139999,1.288,1.162,-0.082,-0.019,-0.069,0,1
164949,2023-11-12T15:34:25Z,40.388306,-87.510208,217.078995,1.272,1.168,-0.024,0.006,0.034,0,1
165381,2023-11-12T15:34:25Z,40.388306,-87.510208,217.065002,1.253,1.161,0.016,0.066,-0.015,0,1
165981,2023-11-12T15:34:26Z,40.388306,-87.510208,217.039993,1.24,1.155,0.055,0.003,-0.096,0,1
166381,2023-11-12T15:34:26Z,40.388306,-87.510208,217.113007,1.222,1.144,0.006,-0.011,0.056,0,1
166972,2023-11-12T15:34:27Z,40.388306,-87.510208,217.089005,1.212,1.139,-0.07,-0.015,-0.02,0,1
167406,2023-11-12T15:34:27Z,40.388306,-87.510208,217.167007,1.192,1.13,-0.115,-0.125,0.02,0,1
167981,2023-11-12T15:34:28Z,40.388306,-87.510208,217.048996,1.177,1.128,0.135,0.147,0.141,0,1
168381,2023-11-12T15:34:28Z,40.388302,-87.510208,217.057999,1.159,1.128,0.047,-0.015,-0.004,0,1
168931,2023-11-12T15:34:29Z,40.388302,-87.510208,217.115997,1.158,1.138,-0.025,-0.073,-0.046,0,1
169381,2023-11-12T15:34:29Z,40.388302,-87.510208,217.145996,1.174,1.17,0.002,0.031,-0.017,0,1
169981,2023-11-12T15:34:30Z,40.388302,-87.510208,217.214005,1.194,1.203,-0.041,0.024,-0.139,0,1
170406,2023-11-12T15:34:30Z,40.388302,-87.510208,217.324005,1.189,1.207,-0.179,0.049,-0.177,0,1
170932,2023-11-12T15:34:31Z,40.388302,-87.510208,217.317001,1.167,1.2,-0.014,-0.031,-0.039,0,1
346131,2023-11-12T15:34:31Z,40.388298,-87.510208,217.320999,1.15,1.193,0.004,-0.061,0.031,0,1
347144,2023-11-12T15:37:26Z,40.388302,-87.510193,216.850006,1.171,1.304,-0.011,-0.018,-0.006,0,1
348916,2023-11-12T15:37:27Z,40.388298,-87.510193,216.884995,1.152,1.276,0.016,0.114,-0.117,0,1
349790,2023-11-12T15:37:29Z,40.388298,-87.510193,216.891998,1.178,1.308,0.151,-0.064,0.222,0,1
350496,2023-11-12T15:37:30Z,40.388298,-87.510193,216.910995,1.244,1.345,-0.05,-0.077,0.177,0,1
351416,2023-11-12T15:37:31Z,40.388298,-87.510193,216.932007,1.248,1.358,0.08,-0.029,0.196,0,1
352644,2023-11-12T15:37:32Z,40.388298,-87.510193,217.037994,1.232,1.348,-0.133,-0.06,-0.013,0,1
354419,2023-11-12T15:37:33Z,40.388294,-87.510193,217.128998,1.233,1.355,-0.081,0.012,-0.101,0,1
355364,2023-11-12T15:37:35Z,40.388294,-87.510193,217.203003,1.222,1.345,0.607,0.355,-0.049,0,1
356319,2023-11-12T15:37:36Z,40.388298,-87.510193,217.074005,1.228,1.322,-0.103,0.012,0.025,0,1
357443,2023-11-12T15:37:37Z,40.388302,-87.510185,217.276001,1.193,1.281,0.046,0.04,-0.082,0,1
358566,2023-11-12T15:37:38Z,40.388306,-87.510185,217.516006,1.116,1.242,0.065,0.009,0.049,0,1
360356,2023-11-12T15:37:39Z,40.388306,-87.510185,217.570999,1.086,1.216,-0.043,0.038,-0.081,0,1
361315,2023-11-12T15:37:41Z,40.388309,-87.510185,217.654007,1.025,1.175,-0.031,-0.055,0.023,0,1
362075,2023-11-12T15:37:41Z,40.388309,-87.510185,217.520004,1.022,1.171,-0.089,0.01,-0.074,0,1
363094,2023-11-12T15:37:42Z,40.388309,-87.510185,217.505997,1.022,1.167,0.05,0.007,-0.063,0,1
364063,2023-11-12T15:37:43Z,40.388313,-87.510185,217.550003,0.983,1.156,-0.013,0.022,-0.04,0,1
365846,2023-11-12T15:37:44Z,40.388313,-87.510185,217.664001,0.92,1.146,-0.068,0.042,-0.049,0,1
366554,2023-11-12T15:37:46Z,40.388317,-87.510185,217.589005,0.867,1.127,-0.04,-0.023,-0.015,0,1
367485,2023-11-12T15:37:47Z,40.388317,-87.510185,217.557007,0.888,1.147,-0.001,0.011,-0.058,0,1
368593,2023-11-12T15:37:48Z,40.388317,-87.510185,217.386002,0.899,1.176,-0.071,0.053,0.234,0,1
369622,2023-11-12T15:37:49Z,40.388317,-87.510185,217.244995,0.903,1.2,0.138,-0.153,0.108,0,1
371344,2023-11-12T15:37:50Z,40.388317,-87.510185,217.110992,0.91,1.257,0.329,-0.017,0.09,0,1
372294,2023-11-12T15:37:52Z,40.388317,-87.510185,217.110992,1.056,1.579,-0.161,0.026,0.067,0,1
373416,2023-11-12T15:37:53Z,40.388313,-87.510185,217.143005,1.19,1.768,-0.197,-0.016,0.005,0,1
374346,2023-11-12T15:37:54Z,40.388313,-87.510185,217.205002,1.238,1.883,0.109,0.038,-0.014,0,1
375401,2023-11-12T15:37:55Z,40.388309,-87.510185,216.794006,1.261,1.965,-0.024,0.031,0.183,0,1
377202,2023-11-12T15:37:56Z,40.388309,-87.510178,216.395004,1.27,1.981,-0.028,-0.108,0.165,0,1
377972,2023-11-12T15:37:57Z,40.388309,-87.510178,216.373001,1.302,1.968,0.058,0.12,-0.09,0,1
378995,2023-11-12T15:37:58Z,40.388309,-87.510178,216.251007,1.368,1.98,0.269,-0.014,0.139,0,1
379854,2023-11-12T15:37:59Z,40.388309,-87.510178,216.190002,1.414,1.981,0.104,-0.043,-0.045,0,1
380899,2023-11-12T15:38:0Z,40.388309,-87.510178,215.686996,1.342,1.892,0.103,-0.042,0.09,0,1
382624,2023-11-12T15:38:1Z,40.388313,-87.510178,215.384003,1.382,1.893,0.185,-0.042,0.095,0,1
383633,2023-11-12T15:38:3Z,40.388313,-87.510178,215.149002,1.392,1.876,0.055,0.009,0.038,0,1
384417,2023-11-12T15:38:4Z,40.388313,-87.510178,215.024002,1.409,1.887,-0.065,0.022,0.083,0,1
385339,2023-11-12T15:38:5Z,40.388313,-87.51017,214.975006,1.365,1.854,-0.038,0.029,-0.1,0,1
386390,2023-11-12T15:38:6Z,40.388313,-87.51017,214.822998,1.313,1.8,0.018,0.021,0.024,0,1
388189,2023-11-12T15:38:7Z,40.388321,-87.510178,214.248001,1.159,1.714,-0.029,0.008,-0.091,0,1
389129,2023-11-12T15:38:8Z,40.388325,-87.510185,213.792999,0.992,1.594,-0.034,0.075,-0.048,0,1
390076,2023-11-12T15:38:9Z,40.388325,-87.510185,213.649994,0.987,1.579,-0.019,-0.089,0.019,0,1
390863,2023-11-12T15:38:10Z,40.388325,-87.510185,213.720993,0.946,1.551,-0.023,-0.009,0.057,0,1
391904,2023-11-12T15:38:11Z,40.388332,-87.510185,213.845001,0.902,1.531,0.105,-0.078,0.192,0,1
393862,2023-11-12T15:38:12Z,40.388332,-87.510185,213.809006,0.871,1.511,-0.04,-0.01,0.134,0,1
394618,2023-11-12T15:38:14Z,40.388332,-87.510185,213.876999,0.832,1.471,0.034,-0.006,-0.085,0,1
395394,2023-11-12T15:38:15Z,40.388332,-87.510185,213.992996,0.845,1.462,-0.006,0.027,-0.023,0,1
396191,2023-11-12T15:38:16Z,40.388332,-87.510185,213.953995,0.834,1.445,0.006,-0.037,0.201,0,1
397192,2023-11-12T15:38:16Z,40.388332,-87.510185,213.903,0.828,1.435,0,0.004,0.181,0,1
398997,2023-11-12T15:38:17Z,40.388332,-87.510185,213.886993,0.825,1.415,-0.116,0.056,-0.067,0,1
399796,2023-11-12T15:38:19Z,40.388325,-87.510185,213.990005,0.853,1.547,0.057,-0.043,-0.001,0,1
400618,2023-11-12T15:38:20Z,40.388325,-87.510185,214.070007,0.902,1.671,-0.075,-0.09,0.031,0,1
401396,2023-11-12T15:38:21Z,40.388325,-87.510185,214.229004,0.752,1.364,-0.1,0.01,-0.199,0,1
402370,2023-11-12T15:38:22Z,40.388325,-87.510185,214.113998,0.737,1.369,0.037,-0.002,-0.138,0,1
404320,2023-11-12T15:38:23Z,40.388325,-87.510185,214.052994,0.729,1.348,0.312,-0.148,-0.041,0,1
405189,2023-11-12T15:38:25Z,40.388329,-87.510185,213.774994,0.804,1.342,0.068,-0.073,0.124,0,1
405962,2023-11-12T15:38:25Z,40.388329,-87.510185,213.681,0.812,1.341,0.153,0.077,0.117,0,1
406752,2023-11-12T15:38:26Z,40.388329,-87.510185,213.714996,0.86,1.356,-0.051,0.066,0.075,0,1
407917,2023-11-12T15:38:27Z,40.388329,-87.510185,213.850006,0.864,1.358,0.062,-0.006,-0.059,0,1
409576,2023-11-12T15:38:28Z,40.388325,-87.510185,213.929001,0.865,1.353,-0.088,0.022,-0.087,0,1
410419,2023-11-12T15:38:30Z,40.388325,-87.510185,214.042999,0.867,1.354,-0.012,0.078,-0.102,0,1
411277,2023-11-12T15:38:31Z,40.388325,-87.510185,213.953995,0.862,1.35,0.036,0.1,0.129,0,1
411979,2023-11-12T15:38:31Z,40.388325,-87.510185,214.018997,0.866,1.358,-0.009,-0.055,-0.036,0,1
413170,2023-11-12T15:38:32Z,40.388325,-87.510185,214.223999,0.872,1.36,-0.04,0.013,0.09,0,1
414866,2023-11-12T15:38:33Z,40.388321,-87.510185,214.279999,0.863,1.353,0.018,0.024,0.025,0,1
415678,2023-11-12T15:38:35Z,40.388313,-87.510185,214.139008,0.844,1.323,0.007,-0.014,0.008,0,1
416519,2023-11-12T15:38:36Z,40.388313,-87.510185,214.184998,0.837,1.313,0.018,0.006,-0.052,0,1
417541,2023-11-12T15:38:37Z,40.388309,-87.510185,214.233002,0.831,1.299,-0.077,0.129,-0.003,0,1
418563,2023-11-12T15:38:38Z,40.388309,-87.510185,214.091003,0.843,1.3,-0.048,-0.003,0.033,0,1
420211,2023-11-12T15:38:39Z,40.388306,-87.510185,214.160004,0.84,1.29,0.056,-0.056,-0.021,0,1
420977,2023-11-12T15:38:40Z,40.388306,-87.510185,214.210999,0.845,1.257,-0.121,-0.02,-0.194,0,1
421765,2023-11-12T15:38:41Z,40.388302,-87.510185,214.175995,0.848,1.231,0.01,0.023,0.036,0,1
422698,2023-11-12T15:38:42Z,40.388298,-87.510185,214.115005,0.845,1.22,-0.116,0.062,-0.123,0,1
423470,2023-11-12T15:38:43Z,40.388298,-87.510185,214.089005,0.857,1.211,0.051,-0.048,-0.092,0,1
424567,2023-11-12T15:38:44Z,40.388294,-87.510185,214.067001,0.884,1.207,-0.174,0.011,0.095,0,1
426274,2023-11-12T15:38:45Z,40.388294,-87.510185,214.214996,0.894,1.217,-0.006,-0.065,-0.162,0,1
427323,2023-11-12T15:38:47Z,40.38829,-87.510185,214.279999,0.892,1.215,-0.078,-0.038,0.111,0,1
428249,2023-11-12T15:38:48Z,40.38829,-87.510185,214.242996,0.889,1.223,-0.17,0.078,0.273,0,1
429014,2023-11-12T15:38:48Z,40.388287,-87.510185,214.205002,0.907,1.241,0.124,-0.027,-0.09,0,1
429974,2023-11-12T15:38:49Z,40.388287,-87.510185,214.294006,0.947,1.275,-0.009,0.028,-0.022,0,1
431629,2023-11-12T15:38:50Z,40.388287,-87.510185,214.365005,0.96,1.29,0.015,-0.014,0.032,0,1
432575,2023-11-12T15:38:52Z,40.388287,-87.510185,214.460999,0.97,1.3,-0.003,-0.066,0.002,0,1
433422,2023-11-12T15:38:53Z,40.388287,-87.510185,214.621994,0.963,1.298,0.01,0.092,0.049,0,1
434349,2023-11-12T15:38:54Z,40.388287,-87.510185,214.630997,0.966,1.302,0.005,-0.299,0.089,0,1
435398,2023-11-12T15:38:55Z,40.388287,-87.510185,214.587006,0.998,1.322,-0.086,0.121,-0.019,0,1
437114,2023-11-12T15:38:56Z,40.388287,-87.510185,214.367996,1.033,1.356,0.072,0.015,0.109,0,1
438117,2023-11-12T15:38:57Z,40.388287,-87.510193,214.285004,1.052,1.37,0.002,0.034,0.021,0,1
438890,2023-11-12T15:38:58Z,40.388287,-87.510185,214.151001,1.061,1.378,-0.046,0.05,0.142,0,1
439696,2023-11-12T15:38:59Z,40.388287,-87.510185,214.406006,1.074,1.395,-0.29,0.282,-0.17,0,1
440702,2023-11-12T15:39:0Z,40.388287,-87.510185,214.490005,1.088,1.414,-0.169,0.088,-0.241,0,1
